ID,Topic,English,Hindi,Difficulty,Part of speech,Source type,Dialogue links
edu-142,Education & childcare,course application processing time,पाठ्यक्रम आवेदन की प्रक्रिया अवधि,intermediate,term,family-application,
edu-143,Education & childcare,course application reference number,पाठ्यक्रम आवेदन संदर्भ संख्या,intermediate,term,family-application,
edu-144,Education & childcare,school complaint,विद्यालय शिकायत,intermediate,term,family-complaint,
edu-145,Education & childcare,school enrolment,विद्यालय नामांकन,intermediate,term,family-registration,
edu-146,Education & childcare,training course,प्रशिक्षण पाठ्यक्रम,intermediate,term,family-course,
edu-147,Education & childcare,tuition payment,शिक्षण शुल्क भुगतान,intermediate,term,family-payment,
edu-148,Education & childcare,cancel school enrolment,विद्यालय नामांकन रद्द करना,intermediate,action,family-registration,
edu-149,Education & childcare,cancel tuition payment,शिक्षण शुल्क भुगतान रद्द करना,intermediate,action,family-payment,
edu-150,Education & childcare,complete training course,प्रशिक्षण पाठ्यक्रम पूरा करना,intermediate,action,family-course,
edu-151,Education & childcare,confirm tuition payment,शिक्षण शुल्क भुगतान की पुष्टि करना,intermediate,action,family-payment,
edu-152,Education & childcare,escalate school complaint,विद्यालय शिकायत को उच्च स्तर पर भेजना,intermediate,action,family-complaint,
edu-153,Education & childcare,formal school complaint,औपचारिक विद्यालय शिकायत,intermediate,term,family-complaint,
edu-154,Education & childcare,full tuition payment,पूर्ण शिक्षण शुल्क भुगतान,intermediate,term,family-payment,
edu-155,Education & childcare,full-time training course,पूर्णकालिक प्रशिक्षण पाठ्यक्रम,intermediate,term,family-course,
edu-156,Education & childcare,investigate school complaint,विद्यालय शिकायत की जाँच करना,intermediate,action,family-complaint,
edu-157,Education & childcare,lodge school complaint,विद्यालय शिकायत दर्ज करना,intermediate,action,family-complaint,
edu-158,Education & childcare,make tuition payment,शिक्षण शुल्क भुगतान करना,intermediate,action,family-payment,
edu-159,Education & childcare,online school enrolment,ऑनलाइन विद्यालय नामांकन,intermediate,term,family-registration,
edu-160,Education & childcare,online training course,ऑनलाइन प्रशिक्षण पाठ्यक्रम,intermediate,term,family-course,
edu-161,Education & childcare,overdue tuition payment,अतिदेय शिक्षण शुल्क भुगतान,intermediate,term,family-payment,
edu-162,Education & childcare,part-time training course,अंशकालिक प्रशिक्षण पाठ्यक्रम,intermediate,term,family-course,
edu-163,Education & childcare,partial tuition payment,आंशिक शिक्षण शुल्क भुगतान,intermediate,term,family-payment,
edu-164,Education & childcare,recurring tuition payment,नियमित शिक्षण शुल्क भुगतान,intermediate,term,family-payment,
edu-165,Education & childcare,refund tuition payment,शिक्षण शुल्क भुगतान वापस करना,intermediate,action,family-payment,
edu-166,Education & childcare,renew school enrolment,विद्यालय नामांकन का नवीनीकरण करना,intermediate,action,family-registration,
edu-167,Education & childcare,resolve school complaint,विद्यालय शिकायत का समाधान करना,intermediate,action,family-complaint,
edu-168,Education & childcare,school complaint form,विद्यालय शिकायत पत्र,intermediate,term,family-complaint,
edu-169,Education & childcare,school complaint investigation,विद्यालय शिकायत की जाँच,intermediate,term,family-complaint,
edu-170,Education & childcare,school complaint outcome,विद्यालय शिकायत का परिणाम,intermediate,term,family-complaint,
edu-171,Education & childcare,school complaint resolution,विद्यालय शिकायत का समाधान,intermediate,term,family-complaint,
edu-172,Education & childcare,school enrolment certificate,विद्यालय नामांकन प्रमाणपत्र,intermediate,term,family-registration,
edu-173,Education & childcare,school enrolment date,विद्यालय नामांकन की तारीख,intermediate,term,family-registration,
edu-174,Education & childcare,school enrolment fee,विद्यालय नामांकन शुल्क,intermediate,term,family-registration,
edu-175,Education & childcare,school enrolment form,विद्यालय नामांकन पत्र,intermediate,term,family-registration,
edu-176,Education & childcare,school enrolment number,विद्यालय नामांकन संख्या,intermediate,term,family-registration,
edu-177,Education & childcare,school enrolment renewal,विद्यालय नामांकन का नवीनीकरण,intermediate,term,family-registration,
edu-178,Education & childcare,training course assessment,प्रशिक्षण पाठ्यक्रम का मूल्यांकन,intermediate,term,family-course,
edu-179,Education & childcare,training course certificate,प्रशिक्षण पाठ्यक्रम प्रमाणपत्र,intermediate,term,family-course,
edu-180,Education & childcare,training course completion,प्रशिक्षण पाठ्यक्रम की पूर्णता,intermediate,term,family-course,
edu-181,Education & childcare,training course duration,प्रशिक्षण पाठ्यक्रम की अवधि,intermediate,term,family-course,
edu-182,Education & childcare,training course fee,प्रशिक्षण पाठ्यक्रम शुल्क,intermediate,term,family-course,
edu-183,Education & childcare,training course requirements,प्रशिक्षण पाठ्यक्रम की आवश्यकताएँ,intermediate,term,family-course,
edu-184,Education & childcare,training course timetable,प्रशिक्षण पाठ्यक्रम समय-सारणी,intermediate,term,family-course,
edu-185,Education & childcare,tuition payment amount,शिक्षण शुल्क भुगतान राशि,intermediate,term,family-payment,
edu-186,Education & childcare,tuition payment confirmation,शिक्षण शुल्क भुगतान की पुष्टि,intermediate,term,family-payment,
edu-187,Education & childcare,tuition payment date,शिक्षण शुल्क भुगतान की तारीख,intermediate,term,family-payment,
edu-188,Education & childcare,tuition payment history,शिक्षण शुल्क भुगतान का इतिहास,intermediate,term,family-payment,
edu-189,Education & childcare,tuition payment method,शिक्षण शुल्क भुगतान का तरीका,intermediate,term,family-payment,
edu-190,Education & childcare,tuition payment receipt,शिक्षण शुल्क भुगतान की रसीद,intermediate,term,family-payment,
edu-191,Education & childcare,update school enrolment,विद्यालय नामांकन अद्यतन करना,intermediate,action,family-registration,
edu-192,Education & childcare,withdraw school complaint,विद्यालय शिकायत वापस लेना,intermediate,action,family-complaint,
edu-193,Education & childcare,written school complaint,लिखित विद्यालय शिकायत,intermediate,term,family-complaint,
edu-194,Education & childcare,enrol in training course,प्रशिक्षण पाठ्यक्रम में नामांकन करना,intermediate,action,family-course,
edu-195,Education & childcare,school complaint reference number,विद्यालय शिकायत संदर्भ संख्या,intermediate,term,family-complaint,
emp-001,Employment,job vacancy,नौकरी की रिक्ति,,,original-core,
emp-002,Employment,position,पद,,,original-core,
emp-003,Employment,apply,आवेदन करना,,,original-core,
emp-004,Employment,application,आवेदन,,,original-core,
emp-005,Employment,applicant,आवेदक,,,original-core,
emp-006,Employment,employer,नियोक्ता,,,original-core,
emp-007,Employment,employee,कर्मचारी,,,original-core,
emp-008,Employment,recruitment,भर्ती,,,original-core,
emp-009,Employment,hiring,नियुक्ति करना,,,original-core,
emp-010,Employment,resume,रिज़्यूमे / जीवनवृत्त,,,original-core,
emp-011,Employment,cover letter,आवेदन पत्र / कवर लेटर,,,original-core,
emp-012,Employment,qualification,योग्यता,,,original-core,
emp-013,Employment,experience,अनुभव,,,original-core,
emp-014,Employment,skill,कौशल,,,original-core,
emp-015,Employment,reference,संदर्भ देने वाला व्यक्ति,,,original-core,
emp-016,Employment,referee,सिफारिशकर्ता,,,original-core,
emp-017,Employment,interview,साक्षात्कार,,,original-core,
emp-018,Employment,shortlist,चयनित उम्मीदवारों की सूची,,,original-core,
emp-019,Employment,human resources,मानव संसाधन विभाग,,,original-core,
emp-020,Employment,warehouse,गोदाम,,,original-core,
emp-021,Employment,pick and pack,सामान चुनना और पैक करना,,,original-core,
emp-022,Employment,delivery,सामान पहुँचाना,,,original-core,
emp-023,Employment,shift,काम की पाली,,,original-core,
emp-024,Employment,day shift,दिन की पाली,,,original-core,
emp-025,Employment,night shift,रात की पाली,,,original-core,
emp-026,Employment,extra shift,अतिरिक्त पाली,,,original-core,
emp-027,Employment,roster,काम की समय-सारणी,,,original-core,
emp-028,Employment,availability,उपलब्धता,,,original-core,
emp-029,Employment,full-time,पूर्णकालिक,,,original-core,
emp-030,Employment,part-time,अंशकालिक,,,original-core,
emp-031,Employment,casual work,अनियमित / कैज़ुअल काम,,,original-core,
emp-032,Employment,contract,अनुबंध,,,original-core,
emp-033,Employment,probation,परिवीक्षा अवधि,,,original-core,
emp-034,Employment,salary,वेतन,,,original-core,
emp-035,Employment,wage,मजदूरी,,,original-core,
emp-036,Employment,hourly rate,प्रति घंटा दर,,,original-core,
emp-037,Employment,pay rise,वेतन वृद्धि,,,original-core,
emp-038,Employment,payslip,वेतन पर्ची,,,original-core,
emp-039,Employment,superannuation,सेवानिवृत्ति अंशदान,,,original-core,
emp-040,Employment,tax file number,कर फ़ाइल संख्या,,,original-core,
emp-041,Employment,leave,छुट्टी,,,original-core,
emp-042,Employment,annual leave,वार्षिक छुट्टी,,,original-core,
emp-043,Employment,personal leave,व्यक्तिगत / बीमारी की छुट्टी,,,original-core,
emp-044,Employment,workplace,कार्यस्थल,,,original-core,
emp-045,Employment,workplace safety,कार्यस्थल सुरक्षा,,,original-core,
emp-046,Employment,protective equipment,सुरक्षा उपकरण,,,original-core,
emp-047,Employment,training,प्रशिक्षण,,,original-core,
emp-048,Employment,induction,प्रारम्भिक परिचय प्रशिक्षण,,,original-core,
emp-049,Employment,licence,लाइसेंस,,,original-core,
emp-050,Employment,certificate,प्रमाणपत्र,,,original-core,
emp-051,Employment,deadline,अंतिम तिथि,,,original-core,
emp-052,Employment,submit,जमा करना,,,original-core,
emp-053,Employment,email address,ईमेल पता,,,original-core,
emp-054,Employment,contact details,संपर्क विवरण,,,original-core,
emp-055,Employment,update,अद्यतन करना,,,original-core,
emp-056,Employment,outdated,पुराना / अप्रचलित,,,original-core,
emp-057,Employment,promotion,पदोन्नति,,,original-core,
emp-058,Employment,resign,इस्तीफा देना,,,original-core,
emp-059,Employment,termination,नौकरी समाप्ति,,,original-core,
emp-060,Employment,unfair dismissal,अनुचित बर्खास्तगी,,,original-core,
emp-061,Employment,allowance,भत्ता,foundation,term,curated-direct,
emp-062,Employment,award,औद्योगिक वेतन आदेश,advanced,term,curated-direct,
emp-063,Employment,grievance,शिकायत,intermediate,term,curated-direct,
emp-064,Employment,hazard,खतरा,foundation,term,curated-direct,
emp-065,Employment,overtime,अतिरिक्त समय,foundation,term,curated-direct,
emp-066,Employment,redundancy,पद समाप्ति,intermediate,term,curated-direct,
emp-067,Employment,resignation,इस्तीफ़ा,foundation,term,curated-direct,
emp-068,Employment,adverse action,प्रतिकूल कार्रवाई,advanced,term,curated-direct,
emp-069,Employment,break entitlement,विश्राम का अधिकार,intermediate,term,curated-direct,
emp-070,Employment,casual employee,आकस्मिक कर्मचारी,foundation,term,curated-direct,
emp-071,Employment,casual loading,आकस्मिक कर्मचारी अतिरिक्त दर,advanced,term,curated-direct,
emp-072,Employment,employment contract,रोज़गार अनुबंध,foundation,term,curated-direct,
emp-073,Employment,enterprise agreement,उद्यम समझौता,advanced,term,curated-direct,
emp-074,Employment,fixed-term employee,निश्चित अवधि का कर्मचारी,intermediate,term,curated-direct,
emp-075,Employment,full-time employee,पूर्णकालिक कर्मचारी,foundation,term,curated-direct,
emp-076,Employment,incident report,घटना रिपोर्ट,foundation,term,curated-direct,
emp-077,Employment,independent contractor,स्वतंत्र ठेकेदार,intermediate,term,curated-direct,
emp-078,Employment,injury claim,चोट का दावा,foundation,term,curated-direct,dialogue-042
emp-079,Employment,labour hire,श्रम आपूर्ति सेवा,advanced,term,curated-direct,
emp-080,Employment,medical clearance,चिकित्सीय अनुमति,intermediate,term,curated-direct,
emp-081,Employment,minimum wage,न्यूनतम वेतन,foundation,term,curated-direct,
emp-082,Employment,morning shift,सुबह की पाली,foundation,term,curated-direct,
emp-083,Employment,parental leave,अभिभावकीय अवकाश,foundation,term,curated-direct,
emp-084,Employment,part-time employee,अंशकालिक कर्मचारी,foundation,term,curated-direct,
emp-085,Employment,pay period,वेतन अवधि,foundation,term,curated-direct,
emp-086,Employment,pay rate,वेतन दर,foundation,term,curated-direct,dialogue-024
emp-087,Employment,penalty rate,दंड दर,intermediate,term,curated-direct,
emp-088,Employment,performance review,कार्य प्रदर्शन समीक्षा,intermediate,term,curated-direct,
emp-089,Employment,permanent employee,स्थायी कर्मचारी,foundation,term,curated-direct,dialogue-042
emp-090,Employment,probation period,परिवीक्षा अवधि,intermediate,term,curated-direct,
emp-091,Employment,public holiday,सार्वजनिक अवकाश,foundation,term,curated-direct,
emp-092,Employment,reference check,संदर्भ जाँच,intermediate,term,curated-direct,
emp-093,Employment,selection criteria,चयन मानदंड,intermediate,term,curated-direct,
emp-094,Employment,termination notice,नौकरी समाप्ति सूचना,intermediate,term,curated-direct,
emp-095,Employment,training shift,प्रशिक्षण पाली,foundation,term,curated-direct,
emp-096,Employment,workers compensation,कामगार मुआवज़ा,intermediate,term,curated-direct,
emp-097,Employment,workplace complaint,कार्यस्थल शिकायत,foundation,term,curated-direct,
emp-098,Employment,workplace discrimination,कार्यस्थल भेदभाव,foundation,term,curated-direct,dialogue-024
emp-099,Employment,workplace injury,कार्यस्थल चोट,foundation,term,curated-direct,dialogue-042
emp-100,Employment,workplace obligation,कार्यस्थल दायित्व,intermediate,term,curated-direct,
emp-101,Employment,workplace rights,कार्यस्थल अधिकार,foundation,term,curated-direct,
emp-102,Employment,attend an interview,साक्षात्कार में उपस्थित होना,foundation,action,curated-direct,
emp-103,Employment,Fair Work Ombudsman,फेयर वर्क लोकपाल,intermediate,term,curated-direct,"dialogue-024,dialogue-042"
emp-104,Employment,report an injury,चोट की रिपोर्ट करना,foundation,action,curated-direct,
emp-105,Employment,return to work,काम पर वापसी,foundation,term,curated-direct,
emp-106,Employment,safe work practice,सुरक्षित कार्य पद्धति,intermediate,term,curated-direct,dialogue-042
emp-107,Employment,submit a timesheet,समय पत्रक जमा करना,intermediate,action,curated-direct,
emp-108,Employment,apply for a job,नौकरी के लिए आवेदन करना,foundation,action,curated-direct,dialogue-002
emp-109,Employment,work health and safety,कार्य स्वास्थ्य और सुरक्षा,foundation,term,curated-direct,
emp-110,Employment,background check,पृष्ठभूमि जाँच,intermediate,term,curated-supplemental,
emp-111,Employment,modern award,आधुनिक औद्योगिक पुरस्कार,intermediate,term,curated-supplemental,
emp-112,Employment,position description,पद विवरण,intermediate,term,curated-supplemental,
emp-113,Employment,shift work,पाली कार्य,intermediate,term,curated-supplemental,dialogue-080
emp-114,Employment,union representative,श्रमिक संघ प्रतिनिधि,intermediate,term,curated-supplemental,
emp-115,Employment,unpaid leave,अवैतनिक अवकाश,intermediate,term,curated-supplemental,
emp-116,Employment,withholding tax,स्रोत पर कर कटौती,intermediate,term,curated-supplemental,
emp-117,Employment,right to work,काम करने का अधिकार,intermediate,term,curated-supplemental,"dialogue-042,dialogue-080"
emp-118,Employment,return to work plan,काम पर वापसी योजना,intermediate,term,curated-supplemental,
emp-119,Employment,job application,नौकरी आवेदन,intermediate,term,family-application,
emp-120,Employment,amend job application,नौकरी आवेदन में संशोधन करना,intermediate,action,family-application,
emp-121,Employment,approve job application,नौकरी आवेदन स्वीकृत करना,intermediate,action,family-application,
emp-122,Employment,completed job application,पूर्ण नौकरी आवेदन,intermediate,term,family-application,
emp-123,Employment,incomplete job application,अधूरा नौकरी आवेदन,intermediate,term,family-application,
emp-124,Employment,job application deadline,नौकरी आवेदन की अंतिम तिथि,intermediate,term,family-application,
emp-125,Employment,job application fee,नौकरी आवेदन शुल्क,intermediate,term,family-application,
emp-126,Employment,job application form,नौकरी आवेदन पत्र,intermediate,term,family-application,dialogue-080
emp-127,Employment,job application outcome,नौकरी आवेदन का परिणाम,intermediate,term,family-application,
emp-128,Employment,job application requirements,नौकरी आवेदन की आवश्यकताएँ,intermediate,term,family-application,
emp-129,Employment,job application status,नौकरी आवेदन की स्थिति,intermediate,term,family-application,
emp-130,Employment,lodge job application,नौकरी आवेदन दर्ज करना,intermediate,action,family-application,
emp-131,Employment,online job application,ऑनलाइन नौकरी आवेदन,intermediate,term,family-application,
emp-132,Employment,paper job application,कागज़ी नौकरी आवेदन,intermediate,term,family-application,
emp-133,Employment,refuse job application,नौकरी आवेदन अस्वीकार करना,intermediate,action,family-application,
emp-134,Employment,review job application,नौकरी आवेदन की समीक्षा करना,intermediate,action,family-application,dialogue-002
emp-135,Employment,submit job application,नौकरी आवेदन जमा करना,intermediate,action,family-application,
emp-136,Employment,withdraw job application,नौकरी आवेदन वापस लेना,intermediate,action,family-application,
emp-137,Employment,job application processing time,नौकरी आवेदन की प्रक्रिया अवधि,intermediate,term,family-application,
emp-138,Employment,job application reference number,नौकरी आवेदन संदर्भ संख्या,intermediate,term,family-application,
emp-139,Employment,employment agreement,रोज़गार समझौता,intermediate,term,family-agreement,
emp-140,Employment,wage payment,वेतन भुगतान,intermediate,term,family-payment,
emp-141,Employment,breach employment agreement,रोज़गार समझौता का उल्लंघन करना,intermediate,action,family-agreement,
emp-142,Employment,cancel wage payment,वेतन भुगतान रद्द करना,intermediate,action,family-payment,
emp-143,Employment,confirm wage payment,वेतन भुगतान की पुष्टि करना,intermediate,action,family-payment,
emp-144,Employment,employment agreement breach,रोज़गार समझौता का उल्लंघन,intermediate,term,family-agreement,
emp-145,Employment,employment agreement conditions,रोज़गार समझौता की परिस्थितियाँ,intermediate,term,family-agreement,
emp-146,Employment,employment agreement renewal,रोज़गार समझौता का नवीनीकरण,intermediate,term,family-agreement,
emp-147,Employment,employment agreement terms,रोज़गार समझौता की शर्तें,intermediate,term,family-agreement,
emp-148,Employment,end employment agreement,रोज़गार समझौता समाप्त करना,intermediate,action,family-agreement,
emp-149,Employment,escalate workplace complaint,कार्यस्थल शिकायत को उच्च स्तर पर भेजना,intermediate,action,family-complaint,
emp-150,Employment,fixed-term employment agreement,निश्चित अवधि का रोज़गार समझौता,intermediate,term,family-agreement,
emp-151,Employment,formal workplace complaint,औपचारिक कार्यस्थल शिकायत,intermediate,term,family-complaint,
emp-152,Employment,full wage payment,पूर्ण वेतन भुगतान,intermediate,term,family-payment,
emp-153,Employment,investigate workplace complaint,कार्यस्थल शिकायत की जाँच करना,intermediate,action,family-complaint,
emp-154,Employment,lodge workplace complaint,कार्यस्थल शिकायत दर्ज करना,intermediate,action,family-complaint,
emp-155,Employment,make wage payment,वेतन भुगतान करना,intermediate,action,family-payment,
emp-156,Employment,ongoing employment agreement,जारी रोज़गार समझौता,intermediate,term,family-agreement,
emp-157,Employment,overdue wage payment,अतिदेय वेतन भुगतान,intermediate,term,family-payment,
emp-158,Employment,partial wage payment,आंशिक वेतन भुगतान,intermediate,term,family-payment,
emp-159,Employment,recurring wage payment,नियमित वेतन भुगतान,intermediate,term,family-payment,
emp-160,Employment,refund wage payment,वेतन भुगतान वापस करना,intermediate,action,family-payment,
emp-161,Employment,renew employment agreement,रोज़गार समझौता का नवीनीकरण करना,intermediate,action,family-agreement,
emp-162,Employment,resolve workplace complaint,कार्यस्थल शिकायत का समाधान करना,intermediate,action,family-complaint,
emp-163,Employment,sign employment agreement,रोज़गार समझौता पर हस्ताक्षर करना,intermediate,action,family-agreement,
emp-164,Employment,wage payment amount,वेतन भुगतान राशि,intermediate,term,family-payment,
emp-165,Employment,wage payment confirmation,वेतन भुगतान की पुष्टि,intermediate,term,family-payment,
emp-166,Employment,wage payment date,वेतन भुगतान की तारीख,intermediate,term,family-payment,
emp-167,Employment,wage payment history,वेतन भुगतान का इतिहास,intermediate,term,family-payment,
emp-168,Employment,wage payment method,वेतन भुगतान का तरीका,intermediate,term,family-payment,
emp-169,Employment,wage payment receipt,वेतन भुगतान की रसीद,intermediate,term,family-payment,
emp-170,Employment,withdraw workplace complaint,कार्यस्थल शिकायत वापस लेना,intermediate,action,family-complaint,
emp-171,Employment,workers compensation claim,कामगार मुआवज़ा दावा,intermediate,term,family-claim,
emp-172,Employment,workplace complaint form,कार्यस्थल शिकायत पत्र,intermediate,term,family-complaint,
emp-173,Employment,workplace complaint investigation,कार्यस्थल शिकायत की जाँच,intermediate,term,family-complaint,
emp-174,Employment,workplace complaint outcome,कार्यस्थल शिकायत का परिणाम,intermediate,term,family-complaint,
emp-175,Employment,workplace complaint resolution,कार्यस्थल शिकायत का समाधान,intermediate,term,family-complaint,
emp-176,Employment,written employment agreement,लिखित रोज़गार समझौता,intermediate,term,family-agreement,
emp-177,Employment,written workplace complaint,लिखित कार्यस्थल शिकायत,intermediate,term,family-complaint,
emp-178,Employment,approved workers compensation claim,स्वीकृत कामगार मुआवज़ा दावा,intermediate,term,family-claim,
emp-179,Employment,assess workers compensation claim,कामगार मुआवज़ा दावा का आकलन करना,intermediate,action,family-claim,
emp-180,Employment,employment agreement end date,रोज़गार समझौता की समाप्ति तिथि,intermediate,term,family-agreement,
emp-181,Employment,employment agreement start date,रोज़गार समझौता की प्रारंभ तिथि,intermediate,term,family-agreement,
emp-182,Employment,lodge workers compensation claim,कामगार मुआवज़ा दावा दर्ज करना,intermediate,action,family-claim,
emp-183,Employment,online workers compensation claim,ऑनलाइन कामगार मुआवज़ा दावा,intermediate,term,family-claim,
emp-184,Employment,rejected workers compensation claim,अस्वीकृत कामगार मुआवज़ा दावा,intermediate,term,family-claim,
emp-185,Employment,review workers compensation claim,कामगार मुआवज़ा दावा की समीक्षा करना,intermediate,action,family-claim,
emp-186,Employment,wage payment due date,वेतन भुगतान की नियत तारीख,intermediate,term,family-payment,
emp-187,Employment,withdraw workers compensation claim,कामगार मुआवज़ा दावा वापस लेना,intermediate,action,family-claim,
emp-188,Employment,workers compensation claim assessment,कामगार मुआवज़ा दावा का आकलन,intermediate,term,family-claim,
emp-189,Employment,workers compensation claim decision,कामगार मुआवज़ा दावा पर निर्णय,intermediate,term,family-claim,
emp-190,Employment,workers compensation claim evidence,कामगार मुआवज़ा दावा का प्रमाण,intermediate,term,family-claim,
emp-191,Employment,workers compensation claim form,कामगार मुआवज़ा दावा पत्र,intermediate,term,family-claim,
emp-192,Employment,workers compensation claim number,कामगार मुआवज़ा दावा संख्या,intermediate,term,family-claim,
emp-193,Employment,workers compensation claim payment,कामगार मुआवज़ा दावा भुगतान,intermediate,term,family-claim,
emp-194,Employment,workers compensation claim status,कामगार मुआवज़ा दावा की स्थिति,intermediate,term,family-claim,
emp-195,Employment,workplace complaint reference number,कार्यस्थल शिकायत संदर्भ संख्या,intermediate,term,family-complaint,
imm-001,Immigration & settlement,affidavit,शपथपत्र,advanced,term,curated-direct,
imm-002,Immigration & settlement,biometrics,बायोमेट्रिक जानकारी,intermediate,term,curated-direct,
imm-003,Immigration & settlement,citizenship,नागरिकता,foundation,term,curated-direct,"dialogue-005,dialogue-028,dialogue-081"
imm-004,Immigration & settlement,dependant,आश्रित व्यक्ति,foundation,term,curated-direct,
imm-005,Immigration & settlement,ImmiAccount,इमीअकाउंट,foundation,term,curated-direct,
imm-006,Immigration & settlement,nominator,नामांकित करने वाला,advanced,term,curated-direct,
imm-007,Immigration & settlement,passport,पासपोर्ट,foundation,term,curated-direct,"dialogue-028,dialogue-040,dialogue-071,dialogue-081"
imm-008,Immigration & settlement,sponsor,प्रायोजक,foundation,term,curated-direct,
imm-009,Immigration & settlement,sponsorship,प्रायोजन,intermediate,term,curated-direct,
imm-010,Immigration & settlement,visa,वीज़ा,foundation,term,curated-direct,"dialogue-028,dialogue-054,dialogue-071,dialogue-077,dialogue-081"
imm-011,Immigration & settlement,arrival card,आगमन कार्ड,foundation,term,curated-direct,
imm-012,Immigration & settlement,birth certificate,जन्म प्रमाणपत्र,foundation,term,curated-direct,
imm-013,Immigration & settlement,border officer,सीमा अधिकारी,foundation,term,curated-direct,dialogue-054
imm-014,Immigration & settlement,bridging visa,ब्रिजिंग वीज़ा,intermediate,term,curated-direct,
imm-015,Immigration & settlement,certified translation,प्रमाणित अनुवाद,intermediate,term,curated-direct,
imm-016,Immigration & settlement,character requirement,चरित्र संबंधी आवश्यकता,advanced,term,curated-direct,
imm-017,Immigration & settlement,citizenship ceremony,नागरिकता समारोह,foundation,term,curated-direct,
imm-018,Immigration & settlement,citizenship certificate,नागरिकता प्रमाणपत्र,foundation,term,curated-direct,
imm-019,Immigration & settlement,citizenship test,नागरिकता परीक्षा,foundation,term,curated-direct,dialogue-081
imm-020,Immigration & settlement,customs declaration,सीमा शुल्क घोषणा,foundation,term,curated-direct,
imm-021,Immigration & settlement,entry permission,प्रवेश अनुमति,foundation,term,curated-direct,
imm-022,Immigration & settlement,genuine relationship,वास्तविक संबंध,intermediate,term,curated-direct,
imm-023,Immigration & settlement,health examination,स्वास्थ्य परीक्षण,foundation,term,curated-direct,
imm-024,Immigration & settlement,identity document,पहचान दस्तावेज़,foundation,term,curated-direct,
imm-025,Immigration & settlement,immigration clearance,आव्रजन जाँच,foundation,term,curated-direct,
imm-026,Immigration & settlement,interpreter service,दुभाषिया सेवा,foundation,term,curated-direct,
imm-027,Immigration & settlement,lawful status,कानूनी स्थिति,advanced,term,curated-direct,
imm-028,Immigration & settlement,merits review,गुण-दोष समीक्षा,advanced,term,curated-direct,
imm-029,Immigration & settlement,migrant support,प्रवासी सहायता,foundation,term,curated-direct,
imm-030,Immigration & settlement,migration agent,प्रवासन एजेंट,foundation,term,curated-direct,dialogue-071
imm-031,Immigration & settlement,natural justice,प्राकृतिक न्याय,advanced,term,curated-direct,
imm-032,Immigration & settlement,offshore applicant,ऑस्ट्रेलिया से बाहर का आवेदक,intermediate,term,curated-direct,
imm-033,Immigration & settlement,onshore applicant,ऑस्ट्रेलिया के भीतर का आवेदक,intermediate,term,curated-direct,
imm-034,Immigration & settlement,partner visa,साथी वीज़ा,foundation,term,curated-direct,
imm-035,Immigration & settlement,permanent resident,स्थायी निवासी,foundation,term,curated-direct,
imm-036,Immigration & settlement,permanent visa,स्थायी वीज़ा,foundation,term,curated-direct,
imm-037,Immigration & settlement,police clearance,पुलिस सत्यापन प्रमाणपत्र,intermediate,term,curated-direct,
imm-038,Immigration & settlement,primary applicant,मुख्य आवेदक,intermediate,term,curated-direct,
imm-039,Immigration & settlement,protection visa,संरक्षण वीज़ा,intermediate,term,curated-direct,"dialogue-054,dialogue-071,dialogue-077"
imm-040,Immigration & settlement,provide biometrics,बायोमेट्रिक जानकारी देना,intermediate,action,curated-direct,
imm-041,Immigration & settlement,relationship evidence,संबंध का प्रमाण,foundation,term,curated-direct,dialogue-077
imm-042,Immigration & settlement,secondary applicant,द्वितीयक आवेदक,intermediate,term,curated-direct,
imm-043,Immigration & settlement,settlement service,बसावट सेवा,foundation,term,curated-direct,
imm-044,Immigration & settlement,statutory declaration,वैधानिक घोषणा,intermediate,term,curated-direct,dialogue-077
imm-045,Immigration & settlement,student visa,विद्यार्थी वीज़ा,foundation,term,curated-direct,
imm-046,Immigration & settlement,study rights,अध्ययन का अधिकार,foundation,term,curated-direct,
imm-047,Immigration & settlement,temporary visa,अस्थायी वीज़ा,foundation,term,curated-direct,dialogue-071
imm-048,Immigration & settlement,translated document,अनूदित दस्तावेज़,foundation,term,curated-direct,
imm-049,Immigration & settlement,travel authority,यात्रा प्राधिकरण,intermediate,term,curated-direct,dialogue-028
imm-050,Immigration & settlement,travel document,यात्रा दस्तावेज़,foundation,term,curated-direct,dialogue-028
imm-051,Immigration & settlement,travel facility,यात्रा सुविधा,intermediate,term,curated-direct,
imm-052,Immigration & settlement,unlawful non-citizen,गैर-कानूनी गैर-नागरिक,advanced,term,curated-direct,
imm-053,Immigration & settlement,VEVO check,वीज़ा स्थिति जाँच,intermediate,term,curated-direct,
imm-054,Immigration & settlement,visa cancellation,वीज़ा रद्दीकरण,intermediate,term,curated-direct,dialogue-071
imm-055,Immigration & settlement,visa condition,वीज़ा शर्त,foundation,term,curated-direct,
imm-056,Immigration & settlement,visa expiry,वीज़ा समाप्ति,foundation,term,curated-direct,
imm-057,Immigration & settlement,visa grant,वीज़ा मंज़ूरी,intermediate,term,curated-direct,dialogue-071
imm-058,Immigration & settlement,visa label,वीज़ा लेबल,foundation,term,curated-direct,
imm-059,Immigration & settlement,visa refusal,वीज़ा अस्वीकृति,intermediate,term,curated-direct,
imm-060,Immigration & settlement,visa stream,वीज़ा श्रेणी,intermediate,term,curated-direct,
