No,ID,Topic,English phrase,Hindi phrase,Words,Source,Dialogue IDs
193,phr-v205-0073,legal,apply for compensation,मुआवज़े के लिए आवेदन करना,3,Topic phrase bank informed by NAATI CCL domains,
194,phr-v205-0074,legal,contact victim support,पीड़ित सहायता सेवा से संपर्क करना,3,Topic phrase bank informed by NAATI CCL domains,
195,phr-v205-0075,legal,apply for an intervention order,हस्तक्षेप आदेश के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
196,phr-v205-0076,banking,check the account balance,खाते की शेष राशि जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
197,phr-v205-0077,banking,cancel a direct debit,प्रत्यक्ष डेबिट रद्द करना,4,Topic phrase bank informed by NAATI CCL domains,
198,phr-v205-0078,banking,transfer money overseas,विदेश में पैसा भेजना,3,Topic phrase bank informed by NAATI CCL domains,
199,phr-v205-0079,banking,submit a loan application,ऋण आवेदन जमा करना,4,Topic phrase bank informed by NAATI CCL domains,
200,phr-v205-0080,banking,compare interest rates,ब्याज दरों की तुलना करना,3,Topic phrase bank informed by NAATI CCL domains,
201,phr-v205-0081,banking,agree to a repayment schedule,पुनर्भुगतान समय-सारणी पर सहमत होना,5,Topic phrase bank informed by NAATI CCL domains,
202,phr-v205-0082,banking,replace the ATM card,एटीएम कार्ड बदलवाना,4,Topic phrase bank informed by NAATI CCL domains,
203,phr-v205-0083,banking,reset the PIN,पिन रीसेट करना,3,Topic phrase bank informed by NAATI CCL domains,
204,phr-v205-0084,banking,report a fraudulent transaction,धोखाधड़ी वाले लेन-देन की रिपोर्ट करना,4,Topic phrase bank informed by NAATI CCL domains,
205,phr-v205-0085,banking,lodge the tax return,कर विवरणी जमा करना,4,Topic phrase bank informed by NAATI CCL domains,
206,phr-v205-0086,banking,request a payment extension,भुगतान की अवधि बढ़ाने का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
207,phr-v205-0087,banking,understand the investment risk,निवेश जोखिम समझना,4,Topic phrase bank informed by NAATI CCL domains,
208,phr-v205-0088,banking,download a bank statement,बैंक स्टेटमेंट डाउनलोड करना,4,Topic phrase bank informed by NAATI CCL domains,
209,phr-v205-0089,banking,apply for a home loan,गृह ऋण के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
210,phr-v205-0090,banking,waive the account fee,खाता शुल्क माफ करना,4,Topic phrase bank informed by NAATI CCL domains,
211,phr-v205-0091,consumer,request a full refund,पूरी धनवापसी का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
212,phr-v205-0092,consumer,check the warranty period,वारंटी अवधि जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
213,phr-v205-0093,consumer,return a defective product,खराब उत्पाद वापस करना,4,Topic phrase bank informed by NAATI CCL domains,
214,phr-v205-0094,consumer,ask for a replacement,बदलाव की माँग करना,4,Topic phrase bank informed by NAATI CCL domains,
215,phr-v205-0095,consumer,provide the purchase receipt,खरीद की रसीद देना,4,Topic phrase bank informed by NAATI CCL domains,
216,phr-v205-0096,consumer,make a formal complaint,औपचारिक शिकायत करना,4,Topic phrase bank informed by NAATI CCL domains,
217,phr-v205-0097,consumer,report a delayed delivery,देरी से हुई डिलीवरी की शिकायत करना,4,Topic phrase bank informed by NAATI CCL domains,
218,phr-v205-0098,consumer,correct the wrong order,गलत ऑर्डर ठीक करना,4,Topic phrase bank informed by NAATI CCL domains,
219,phr-v205-0099,consumer,ask about cancellation fees,रद्दीकरण शुल्क के बारे में पूछना,4,Topic phrase bank informed by NAATI CCL domains,
220,phr-v205-0100,consumer,report a safety concern,सुरक्षा संबंधी चिंता बताना,4,Topic phrase bank informed by NAATI CCL domains,
221,phr-v205-0101,consumer,accept store credit,स्टोर क्रेडिट स्वीकार करना,3,Topic phrase bank informed by NAATI CCL domains,
222,phr-v205-0102,consumer,use the consumer guarantee,उपभोक्ता गारंटी का उपयोग करना,4,Topic phrase bank informed by NAATI CCL domains,
223,phr-v205-0103,consumer,obtain a repair quote,मरम्मत का कोटेशन लेना,4,Topic phrase bank informed by NAATI CCL domains,
224,phr-v205-0104,consumer,contact the service provider,सेवा प्रदाता से संपर्क करना,4,Topic phrase bank informed by NAATI CCL domains,
225,phr-v205-0105,consumer,check the return policy,वापसी नीति जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
226,phr-v205-0106,insurance,quote the policy number,पॉलिसी संख्या बताना,4,Topic phrase bank informed by NAATI CCL domains,
227,phr-v205-0107,insurance,pay the insurance premium,बीमा प्रीमियम चुकाना,4,Topic phrase bank informed by NAATI CCL domains,
228,phr-v205-0108,insurance,check the policy excess,पॉलिसी की अतिरिक्त राशि जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
229,phr-v205-0109,insurance,complete the claim form,दावा फॉर्म पूरा करना,4,Topic phrase bank informed by NAATI CCL domains,
230,phr-v205-0110,insurance,confirm the insured value,बीमित मूल्य की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
231,phr-v205-0111,insurance,check what is covered,कवरेज की जाँच करना,4,Topic phrase bank informed by NAATI CCL domains,
232,phr-v205-0112,insurance,read the policy exclusions,पॉलिसी अपवाद पढ़ना,4,Topic phrase bank informed by NAATI CCL domains,
233,phr-v205-0113,insurance,record the incident date,घटना की तारीख दर्ज करना,4,Topic phrase bank informed by NAATI CCL domains,
234,phr-v205-0114,insurance,arrange a damage assessment,नुकसान का आकलन करवाना,4,Topic phrase bank informed by NAATI CCL domains,
235,phr-v205-0115,insurance,request a replacement vehicle,वैकल्पिक वाहन का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
236,phr-v205-0116,insurance,take out life insurance,जीवन बीमा लेना,4,Topic phrase bank informed by NAATI CCL domains,
237,phr-v205-0117,insurance,nominate a beneficiary,लाभार्थी नामित करना,3,Topic phrase bank informed by NAATI CCL domains,
238,phr-v205-0118,insurance,renew the policy,पॉलिसी नवीनीकृत करना,3,Topic phrase bank informed by NAATI CCL domains,
239,phr-v205-0119,insurance,appeal a rejected claim,अस्वीकृत दावे के खिलाफ अपील करना,4,Topic phrase bank informed by NAATI CCL domains,
240,phr-v205-0120,insurance,attach supporting documents,सहायक दस्तावेज़ संलग्न करना,3,Topic phrase bank informed by NAATI CCL domains,
241,phr-v205-0121,social,check your eligibility,अपनी पात्रता जाँचना,3,Topic phrase bank informed by NAATI CCL domains,
242,phr-v205-0122,social,lodge an online claim,ऑनलाइन दावा जमा करना,4,Topic phrase bank informed by NAATI CCL domains,
243,phr-v205-0123,social,complete the income test,आय परीक्षण पूरा करना,4,Topic phrase bank informed by NAATI CCL domains,
244,phr-v205-0124,social,declare your assets,अपनी संपत्ति घोषित करना,3,Topic phrase bank informed by NAATI CCL domains,
245,phr-v205-0125,social,apply for Carer Payment,देखभालकर्ता भुगतान के लिए आवेदन करना,4,Topic phrase bank informed by NAATI CCL domains,
246,phr-v205-0126,social,receive Rent Assistance,किराया सहायता प्राप्त करना,3,Topic phrase bank informed by NAATI CCL domains,
247,phr-v205-0127,social,claim the age pension,वृद्धावस्था पेंशन का दावा करना,4,Topic phrase bank informed by NAATI CCL domains,
248,phr-v205-0128,social,use a concession card,रियायत कार्ड का उपयोग करना,4,Topic phrase bank informed by NAATI CCL domains,
249,phr-v205-0129,social,serve the waiting period,प्रतीक्षा अवधि पूरी करना,4,Topic phrase bank informed by NAATI CCL domains,
250,phr-v205-0130,social,provide supporting evidence,सहायक प्रमाण देना,3,Topic phrase bank informed by NAATI CCL domains,
251,phr-v205-0131,social,update your circumstances,अपनी परिस्थितियाँ अपडेट करना,3,Topic phrase bank informed by NAATI CCL domains,
252,phr-v205-0132,social,restore a suspended payment,निलंबित भुगतान बहाल करना,4,Topic phrase bank informed by NAATI CCL domains,
253,phr-v205-0133,social,request a decision review,निर्णय की समीक्षा का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
254,phr-v205-0134,social,repay the Centrelink debt,सेंटरलिंक ऋण चुकाना,4,Topic phrase bank informed by NAATI CCL domains,
255,phr-v205-0135,social,attend a service appointment,सेवा अपॉइंटमेंट में जाना,4,Topic phrase bank informed by NAATI CCL domains,
256,phr-v205-0136,immigration,submit a visa application,वीज़ा आवेदन जमा करना,4,Topic phrase bank informed by NAATI CCL domains,
257,phr-v205-0137,immigration,provide a valid passport,वैध पासपोर्ट देना,4,Topic phrase bank informed by NAATI CCL domains,
258,phr-v205-0138,immigration,certify identity documents,पहचान दस्तावेज़ प्रमाणित करवाना,3,Topic phrase bank informed by NAATI CCL domains,
259,phr-v205-0139,immigration,extend a temporary visa,अस्थायी वीज़ा बढ़वाना,4,Topic phrase bank informed by NAATI CCL domains,
260,phr-v205-0140,immigration,prepare for the citizenship test,नागरिकता परीक्षा की तैयारी करना,5,Topic phrase bank informed by NAATI CCL domains,
261,phr-v205-0141,immigration,apply for permanent residence,स्थायी निवास के लिए आवेदन करना,4,Topic phrase bank informed by NAATI CCL domains,
262,phr-v205-0142,immigration,seek a protection visa,संरक्षण वीज़ा का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
263,phr-v205-0143,immigration,hold a bridging visa,ब्रिजिंग वीज़ा रखना,4,Topic phrase bank informed by NAATI CCL domains,
264,phr-v205-0144,immigration,provide relationship evidence,संबंध का प्रमाण देना,3,Topic phrase bank informed by NAATI CCL domains,
265,phr-v205-0145,immigration,obtain police clearance,पुलिस सत्यापन प्राप्त करना,3,Topic phrase bank informed by NAATI CCL domains,
266,phr-v205-0146,immigration,complete the medical examination,चिकित्सकीय जाँच पूरी करना,4,Topic phrase bank informed by NAATI CCL domains,
267,phr-v205-0147,immigration,check the application status,आवेदन की स्थिति जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
268,phr-v205-0148,immigration,follow the visa conditions,वीज़ा की शर्तों का पालन करना,4,Topic phrase bank informed by NAATI CCL domains,
269,phr-v205-0149,immigration,confirm the departure date,प्रस्थान की तारीख की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
270,phr-v205-0150,immigration,consult a migration agent,प्रवासन एजेंट से सलाह लेना,4,Topic phrase bank informed by NAATI CCL domains,
271,phr-v205-0151,transport,apply for a driver licence,ड्राइविंग लाइसेंस के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
272,phr-v205-0152,transport,upgrade a heavy vehicle licence,भारी वाहन लाइसेंस अपग्रेड करना,5,Topic phrase bank informed by NAATI CCL domains,
273,phr-v205-0153,transport,book the road test,सड़क परीक्षण बुक करना,4,Topic phrase bank informed by NAATI CCL domains,
274,phr-v205-0154,transport,renew the registration,पंजीकरण नवीनीकृत करना,3,Topic phrase bank informed by NAATI CCL domains,
275,phr-v205-0155,transport,replace the number plate,नंबर प्लेट बदलवाना,4,Topic phrase bank informed by NAATI CCL domains,
276,phr-v205-0156,transport,top up the Myki card,माइकी कार्ड में राशि भरना,5,Topic phrase bank informed by NAATI CCL domains,
277,phr-v205-0157,transport,check the correct fare,सही किराया जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
278,phr-v205-0158,transport,read the service timetable,सेवा समय-सारणी देखना,4,Topic phrase bank informed by NAATI CCL domains,
279,phr-v205-0159,transport,speak to the ticket inspector,टिकट निरीक्षक से बात करना,5,Topic phrase bank informed by NAATI CCL domains,
280,phr-v205-0160,transport,pay a traffic fine,यातायात जुर्माना भरना,4,Topic phrase bank informed by NAATI CCL domains,
281,phr-v205-0161,transport,appeal a licence suspension,लाइसेंस निलंबन के खिलाफ अपील करना,4,Topic phrase bank informed by NAATI CCL domains,
282,phr-v205-0162,transport,pass the vehicle inspection,वाहन निरीक्षण पास करना,4,Topic phrase bank informed by NAATI CCL domains,
283,phr-v205-0163,transport,wear a seatbelt,सीट बेल्ट पहनना,3,Topic phrase bank informed by NAATI CCL domains,
284,phr-v205-0164,transport,call roadside assistance,सड़क सहायता सेवा को बुलाना,3,Topic phrase bank informed by NAATI CCL domains,
285,phr-v205-0165,transport,check demerit points,डिमेरिट अंक जाँचना,3,Topic phrase bank informed by NAATI CCL domains,
286,phr-v205-0166,business,present a business proposal,व्यावसायिक प्रस्ताव प्रस्तुत करना,4,Topic phrase bank informed by NAATI CCL domains,
287,phr-v205-0167,business,request a written quotation,लिखित कोटेशन माँगना,4,Topic phrase bank informed by NAATI CCL domains,
288,phr-v205-0168,business,issue a tax invoice,कर चालान जारी करना,4,Topic phrase bank informed by NAATI CCL domains,
289,phr-v205-0169,business,confirm the order quantity,ऑर्डर की मात्रा की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
290,phr-v205-0170,business,agree on a delivery schedule,डिलीवरी समय-सारणी पर सहमत होना,5,Topic phrase bank informed by NAATI CCL domains,
291,phr-v205-0171,business,negotiate the payment terms,भुगतान की शर्तों पर बातचीत करना,4,Topic phrase bank informed by NAATI CCL domains,
292,phr-v205-0172,business,meet the quality standards,गुणवत्ता मानक पूरे करना,4,Topic phrase bank informed by NAATI CCL domains,
293,phr-v205-0173,business,sign the supply contract,आपूर्ति अनुबंध पर हस्ताक्षर करना,4,Topic phrase bank informed by NAATI CCL domains,
294,phr-v205-0174,business,contact the supplier,आपूर्तिकर्ता से संपर्क करना,3,Topic phrase bank informed by NAATI CCL domains,
295,phr-v205-0175,business,report a production delay,उत्पादन में देरी की सूचना देना,4,Topic phrase bank informed by NAATI CCL domains,
296,phr-v205-0176,business,prepare the meeting agenda,बैठक का एजेंडा तैयार करना,4,Topic phrase bank informed by NAATI CCL domains,
297,phr-v205-0177,business,discuss a business partnership,व्यावसायिक साझेदारी पर चर्चा करना,4,Topic phrase bank informed by NAATI CCL domains,
298,phr-v205-0178,business,calculate the profit margin,लाभ मार्जिन की गणना करना,4,Topic phrase bank informed by NAATI CCL domains,
299,phr-v205-0179,business,open a customer account,ग्राहक खाता खोलना,4,Topic phrase bank informed by NAATI CCL domains,
300,phr-v205-0180,business,approve the final design,अंतिम डिज़ाइन स्वीकृत करना,4,Topic phrase bank informed by NAATI CCL domains,
301,phr-v205-0181,community,apply for a library card,पुस्तकालय कार्ड के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
302,phr-v205-0182,community,contact the local council,स्थानीय परिषद से संपर्क करना,4,Topic phrase bank informed by NAATI CCL domains,
303,phr-v205-0183,community,attend fire safety training,अग्नि सुरक्षा प्रशिक्षण में भाग लेना,4,Topic phrase bank informed by NAATI CCL domains,
304,phr-v205-0184,community,visit the community centre,सामुदायिक केंद्र जाना,4,Topic phrase bank informed by NAATI CCL domains,
305,phr-v205-0185,community,request document translation,दस्तावेज़ अनुवाद का अनुरोध करना,3,Topic phrase bank informed by NAATI CCL domains,
306,phr-v205-0186,community,book an interpreter,दुभाषिया बुक करना,3,Topic phrase bank informed by NAATI CCL domains,
307,phr-v205-0187,community,register for a local event,स्थानीय कार्यक्रम के लिए पंजीकरण करना,5,Topic phrase bank informed by NAATI CCL domains,
308,phr-v205-0188,community,provide an emergency contact,आपातकालीन संपर्क देना,4,Topic phrase bank informed by NAATI CCL domains,
309,phr-v205-0189,community,read the public notice,सार्वजनिक सूचना पढ़ना,4,Topic phrase bank informed by NAATI CCL domains,
310,phr-v205-0190,community,access community support,सामुदायिक सहायता प्राप्त करना,3,Topic phrase bank informed by NAATI CCL domains,
311,phr-v205-0191,community,complete the service form,सेवा फॉर्म पूरा करना,4,Topic phrase bank informed by NAATI CCL domains,
312,phr-v205-0192,community,confirm the appointment time,अपॉइंटमेंट समय की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
313,phr-v205-0193,community,show proof of identity,पहचान का प्रमाण दिखाना,4,Topic phrase bank informed by NAATI CCL domains,
314,phr-v205-0194,community,make a service enquiry,सेवा संबंधी पूछताछ करना,4,Topic phrase bank informed by NAATI CCL domains,
315,phr-v205-0195,community,provide customer feedback,ग्राहक प्रतिक्रिया देना,3,Topic phrase bank informed by NAATI CCL domains,
316,phr-v205-0196,travel,confirm the flight booking,उड़ान बुकिंग की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
317,phr-v205-0197,travel,complete online check-in,ऑनलाइन चेक-इन पूरा करना,3,Topic phrase bank informed by NAATI CCL domains,
318,phr-v205-0198,travel,download the boarding pass,बोर्डिंग पास डाउनलोड करना,4,Topic phrase bank informed by NAATI CCL domains,
319,phr-v205-0199,travel,check the baggage allowance,सामान की सीमा जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
320,phr-v205-0200,travel,complete the customs declaration,सीमा शुल्क घोषणा पूरी करना,4,Topic phrase bank informed by NAATI CCL domains,
321,phr-v205-0201,travel,go through passport control,पासपोर्ट नियंत्रण से गुजरना,4,Topic phrase bank informed by NAATI CCL domains,
322,phr-v205-0202,travel,confirm the hotel reservation,होटल आरक्षण की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
323,phr-v205-0203,travel,check room availability,कमरे की उपलब्धता जाँचना,3,Topic phrase bank informed by NAATI CCL domains,
324,phr-v205-0204,travel,read the cancellation policy,रद्दीकरण नीति पढ़ना,4,Topic phrase bank informed by NAATI CCL domains,
325,phr-v205-0205,travel,buy travel insurance,यात्रा बीमा खरीदना,3,Topic phrase bank informed by NAATI CCL domains,
326,phr-v205-0206,travel,find the departure gate,प्रस्थान द्वार ढूँढना,4,Topic phrase bank informed by NAATI CCL domains,
327,phr-v205-0207,travel,report a delayed flight,विलंबित उड़ान की सूचना लेना,4,Topic phrase bank informed by NAATI CCL domains,
328,phr-v205-0208,travel,catch the connecting flight,कनेक्टिंग उड़ान पकड़ना,4,Topic phrase bank informed by NAATI CCL domains,
329,phr-v205-0209,travel,check the visa requirement,वीज़ा आवश्यकता जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
330,phr-v205-0210,travel,book a return ticket,वापसी टिकट बुक करना,4,Topic phrase bank informed by NAATI CCL domains,
331,phr-v205-0211,family,register the marriage,विवाह पंजीकृत करना,3,Topic phrase bank informed by NAATI CCL domains,
332,phr-v205-0212,family,request a birth certificate,जन्म प्रमाणपत्र का अनुरोध करना,4,Topic phrase bank informed by NAATI CCL domains,
333,phr-v205-0213,family,confirm the relationship status,संबंध की स्थिति की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
334,phr-v205-0214,family,declare a de facto partner,डी फैक्टो साथी घोषित करना,5,Topic phrase bank informed by NAATI CCL domains,
335,phr-v205-0215,family,contact a marriage bureau,विवाह ब्यूरो से संपर्क करना,4,Topic phrase bank informed by NAATI CCL domains,
336,phr-v205-0216,family,provide family details,परिवार का विवरण देना,3,Topic phrase bank informed by NAATI CCL domains,
337,phr-v205-0217,family,list a dependent child,आश्रित बच्चे का विवरण देना,4,Topic phrase bank informed by NAATI CCL domains,
338,phr-v205-0218,family,obtain parental consent,अभिभावक की सहमति लेना,3,Topic phrase bank informed by NAATI CCL domains,
339,phr-v205-0219,family,record the separation date,अलगाव की तारीख दर्ज करना,4,Topic phrase bank informed by NAATI CCL domains,
340,phr-v205-0220,family,arrange an identity witness,पहचान के गवाह की व्यवस्था करना,4,Topic phrase bank informed by NAATI CCL domains,
341,phr-v205-0221,family,apply for a name change,नाम परिवर्तन के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
342,phr-v205-0222,family,list every household member,घर के प्रत्येक सदस्य को दर्ज करना,4,Topic phrase bank informed by NAATI CCL domains,
343,phr-v205-0223,family,book a registry appointment,पंजीकरण कार्यालय का अपॉइंटमेंट लेना,4,Topic phrase bank informed by NAATI CCL domains,
344,phr-v205-0224,family,pay the registration fee,पंजीकरण शुल्क चुकाना,4,Topic phrase bank informed by NAATI CCL domains,
345,phr-v205-0225,utilities,check the electricity bill,बिजली बिल जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
346,phr-v205-0226,utilities,pay the gas bill,गैस बिल चुकाना,4,Topic phrase bank informed by NAATI CCL domains,
347,phr-v205-0227,utilities,submit a meter reading,मीटर रीडिंग जमा करना,4,Topic phrase bank informed by NAATI CCL domains,
348,phr-v205-0228,utilities,set up a payment plan,भुगतान योजना बनाना,5,Topic phrase bank informed by NAATI CCL domains,
349,phr-v205-0229,utilities,pay the overdue amount,बकाया राशि चुकाना,4,Topic phrase bank informed by NAATI CCL domains,
350,phr-v205-0230,utilities,request hardship support,आर्थिक कठिनाई सहायता माँगना,3,Topic phrase bank informed by NAATI CCL domains,
351,phr-v205-0231,utilities,connect the utility service,उपयोगिता सेवा जोड़ना,4,Topic phrase bank informed by NAATI CCL domains,
352,phr-v205-0232,utilities,receive a disconnection notice,सेवा बंद करने का नोटिस मिलना,4,Topic phrase bank informed by NAATI CCL domains,
353,phr-v205-0233,utilities,check the billing period,बिलिंग अवधि जाँचना,4,Topic phrase bank informed by NAATI CCL domains,
354,phr-v205-0234,utilities,quote the account number,खाता संख्या बताना,4,Topic phrase bank informed by NAATI CCL domains,
355,phr-v205-0235,utilities,confirm the due date,भुगतान की अंतिम तारीख की पुष्टि करना,4,Topic phrase bank informed by NAATI CCL domains,
356,phr-v205-0236,utilities,pay by instalments,किस्तों में भुगतान करना,3,Topic phrase bank informed by NAATI CCL domains,
357,phr-v205-0237,utilities,apply for an energy concession,ऊर्जा रियायत के लिए आवेदन करना,5,Topic phrase bank informed by NAATI CCL domains,
358,phr-v205-0238,utilities,reduce energy usage,ऊर्जा उपयोग कम करना,3,Topic phrase bank informed by NAATI CCL domains,
359,phr-v205-0239,education,course entry requirements,पाठ्यक्रम की प्रवेश आवश्यकताएँ,3,Dialogue-informed phrase: Admission in a Course,dialogue-001
360,phr-v205-0240,education,six-month course duration,छह महीने की पाठ्यक्रम अवधि,3,Dialogue-informed phrase: Admission in a Course,dialogue-001
361,phr-v205-0241,employment,warehouse assistant vacancy,गोदाम सहायक की रिक्ति,3,Dialogue-informed phrase: Applying for a Job,dialogue-002
362,phr-v205-0242,employment,submit an updated resume,अद्यतन रिज़्यूमे जमा करना,4,Dialogue-informed phrase: Applying for a Job,dialogue-002
363,phr-v205-0243,transport,heavy vehicle licence test,भारी वाहन लाइसेंस परीक्षण,4,Dialogue-informed phrase: Applying for a Truck's License,dialogue-003
364,phr-v205-0244,transport,provide a driving record,ड्राइविंग रिकॉर्ड देना,4,Dialogue-informed phrase: Applying for a Truck's License,dialogue-003
365,phr-v205-0245,banking,claim work-related expenses,काम से जुड़े खर्च का दावा करना,3,Dialogue-informed phrase: ATO Tax Lodgement,dialogue-004
366,phr-v205-0246,immigration,citizenship ceremony invitation,नागरिकता समारोह का निमंत्रण,3,Dialogue-informed phrase: Australian Citizenship,dialogue-005
367,phr-v205-0247,immigration,meet the residence requirement,निवास आवश्यकता पूरी करना,4,Dialogue-informed phrase: Australian Citizenship,dialogue-005
368,phr-v205-0248,legal,report an armed robbery,सशस्त्र डकैती की रिपोर्ट करना,4,Dialogue-informed phrase: Bank Robbery,dialogue-006
369,phr-v205-0249,legal,describe the suspect,संदिग्ध का हुलिया बताना,3,Dialogue-informed phrase: Bank Robbery,dialogue-006
370,phr-v205-0250,education,report repeated bullying,बार-बार होने वाली बदमाशी की शिकायत करना,3,Dialogue-informed phrase: Bullying at School,dialogue-007
371,phr-v205-0251,education,meet the school counsellor,स्कूल परामर्शदाता से मिलना,4,Dialogue-informed phrase: Bullying at School,dialogue-007
372,phr-v205-0252,business,expand the milk business,दूध व्यवसाय का विस्तार करना,4,Dialogue-informed phrase: Milk Plant Business,dialogue-008
373,phr-v205-0253,business,discuss production capacity,उत्पादन क्षमता पर चर्चा करना,3,Dialogue-informed phrase: Milk Plant Business,dialogue-008
374,phr-v205-0254,transport,buy a concession ticket,रियायती टिकट खरीदना,4,Dialogue-informed phrase: Buying a Ticket,dialogue-009
375,phr-v205-0255,transport,confirm the departure time,प्रस्थान समय की पुष्टि करना,4,Dialogue-informed phrase: Buying a Ticket,dialogue-009
376,phr-v205-0256,education,student car insurance,विद्यार्थी कार बीमा,3,Dialogue-informed phrase: Car Insurance for a Student,dialogue-010
377,phr-v205-0257,education,compare insurance premiums,बीमा प्रीमियम की तुलना करना,3,Dialogue-informed phrase: Car Insurance for a Student,dialogue-010
378,phr-v205-0258,insurance,comprehensive car cover,व्यापक कार बीमा कवरेज,3,Dialogue-informed phrase: Car Insurance,dialogue-011
379,phr-v205-0259,insurance,pay the policy excess,पॉलिसी की अतिरिक्त राशि चुकाना,4,Dialogue-informed phrase: Car Insurance,dialogue-011
380,phr-v205-0260,business,confirm the guest numbers,मेहमानों की संख्या की पुष्टि करना,4,Dialogue-informed phrase: Catering Booking,dialogue-012
381,phr-v205-0261,business,choose the catering menu,कैटरिंग मेनू चुनना,4,Dialogue-informed phrase: Catering Booking,dialogue-012
382,phr-v205-0262,education,install school CCTV,स्कूल में सीसीटीवी लगाना,3,Dialogue-informed phrase: CCTV in School,dialogue-013
383,phr-v205-0263,education,protect student privacy,विद्यार्थियों की गोपनीयता सुरक्षित रखना,3,Dialogue-informed phrase: CCTV in School,dialogue-013
384,phr-v205-0264,social,claim Carer Payment,देखभालकर्ता भुगतान का दावा करना,3,Dialogue-informed phrase: Centrelink Carer Payment,dialogue-014
385,phr-v205-0265,social,provide medical evidence,चिकित्सकीय प्रमाण देना,3,Dialogue-informed phrase: Centrelink Carer Payment,dialogue-014
386,phr-v205-0266,education,check subsidy eligibility,सब्सिडी की पात्रता जाँचना,3,Dialogue-informed phrase: Child Care Subsidy,dialogue-015
387,phr-v205-0267,education,confirm approved care hours,स्वीकृत देखभाल घंटों की पुष्टि करना,4,Dialogue-informed phrase: Child Care Subsidy,dialogue-015
388,phr-v205-0268,education,update childcare details,बाल देखभाल विवरण अपडेट करना,3,Dialogue-informed phrase: Child Care Subsidy 2,dialogue-016
389,phr-v205-0269,education,report a change in income,आय में बदलाव की सूचना देना,5,Dialogue-informed phrase: Child Care Subsidy 2,dialogue-016
390,phr-v205-0270,legal,lodge a VCAT application,वीकैट आवेदन दर्ज करना,4,Dialogue-informed phrase: Complaint to VCAT,dialogue-017
391,phr-v205-0271,legal,request urgent repairs,तत्काल मरम्मत का अनुरोध करना,3,Dialogue-informed phrase: Complaint to VCAT,dialogue-017
392,phr-v205-0272,housing,obtain a building permit,निर्माण अनुमति प्राप्त करना,4,Dialogue-informed phrase: Constructing a House,dialogue-018
393,phr-v205-0273,housing,approve the house plans,मकान के नक्शे स्वीकृत करना,4,Dialogue-informed phrase: Constructing a House,dialogue-018
394,phr-v205-0274,housing,repair the cracked driveway,दरार वाले ड्राइववे की मरम्मत करना,4,Dialogue-informed phrase: Cracked Driveway,dialogue-019
395,phr-v205-0275,travel,declare restricted goods,प्रतिबंधित वस्तुओं की घोषणा करना,3,Dialogue-informed phrase: Customs Issue,dialogue-020
396,phr-v205-0276,travel,answer customs questions,सीमा शुल्क संबंधी प्रश्नों का उत्तर देना,3,Dialogue-informed phrase: Customs Issue,dialogue-020
397,phr-v205-0277,consumer,complain about late delivery,देरी से हुई डिलीवरी की शिकायत करना,4,Dialogue-informed phrase: Delay in Deliveries,dialogue-021
398,phr-v205-0278,consumer,request an updated delivery date,नई डिलीवरी तारीख माँगना,5,Dialogue-informed phrase: Delay in Deliveries,dialogue-021
399,phr-v205-0279,banking,request more time to pay,भुगतान के लिए अधिक समय माँगना,5,Dialogue-informed phrase: Delay in Tax Payment,dialogue-022
400,phr-v205-0280,banking,avoid a late-payment penalty,देर से भुगतान का जुर्माना टालना,4,Dialogue-informed phrase: Delay in Tax Payment,dialogue-022
401,phr-v205-0281,health,book a dental appointment,दंत चिकित्सक का अपॉइंटमेंट लेना,4,Dialogue-informed phrase: Dentist and a Patient,dialogue-023
402,phr-v205-0282,health,treat a painful tooth,दर्द वाले दाँत का इलाज करना,4,Dialogue-informed phrase: Dentist and a Patient,dialogue-023
