dialogue_id,dialogue_title,segment_number,segment_id,direction,source,sample_answer,short_notes,note_skill,meaning_checklist,content_status
dialogue-018,Constructing a House,7,dialogue-018-s07,English to Hindi,"Fantastic! As you have already fulfilled the basic criteria, we can start further discussion. Basically, we sign a contract with our clients before we start the construction. The price for construction varies depending upon your preferences regarding quality of material and the area you want to construct including levels.","बहुत खूब! जैसे की आपने बुन्यादि माप्दन्द पूर कर लिया है, हम विचार विमर्श शुरू करते है. बुन्यादि तौर पर हम निर्मान करने से पहले अप्ने ग्राहक के साथ एक अनुबन्ध पर हस्तक्षर करते हैं. निर्मान की किमत, आपकी पसन्द की सामग्री की गुन्वत्त और कित्नि मन्ज़िलेइन कितने क्षेत्र में बन्नि हैं, पर निर्भर करती है.",Fantastic | already fulfilled basic criteria | Basically sign contract before | price construction varies depending,Capture who + action + key detail; avoid full sentences.,Fantastic | already fulfilled basic criteria | Basically sign contract before | price construction varies depending,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-018,Constructing a House,8,dialogue-018-s08,Hindi to English,ठीक है म्स. मर्य. मैं उच्च गुनवत्त की सामग्री का इस्त्माल कर्वन चाहती हूँ क्योंकि मैं इस घर में रहुन्गि. मुझे दो मन्ज़िल घर का निर्मान कर्वने के लिए प्रति वर्ग मेत्रे की किमत बतये.,"Alright Ms Mary, I want to use high quality material as I am going to live in this house. Tell me the price per square metre for the construction of a double storey house.",Alright Ms Mary want | me price per square,Capture who + action + key detail; avoid full sentences.,Alright Ms Mary want | me price per square,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-018,Constructing a House,9,dialogue-018-s09,Hindi to English,"6 महीने! पर मैं अप्ने घर का निर्मान देकेम्बेर तक चाहती हूँ, मेरा मत्लब है 5 महीने के अन्धर. क्या आप यह कर सकती हैं क्योंकि मैं अप्नि बेति का जनम्दिन नये घर में मनन चाहती हूँ.","6 months!! But I want my house to be constructed by this December, I mean within 5 months’ time. Can you do that as I would like to celebrate my daughter’s birthday in my new house.",months | want house December time | like celebrate daughter birthday?,"Write numbers, dates and times exactly.",months | want house December time | like celebrate daughter birthday?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-018,Constructing a House,10,dialogue-018-s10,English to Hindi,"Hmm, if this is the case, we can do you a favour. Make sure everything you want is in writing and in the plans and specifications before you sign the contract; changes can be expensive once you have signed. Changes may also require an amendment the building permit.","ह्म्म, अगर यह बात है, हम ऐस कर सकते हैं. ध्यान रखना क अनुबन्ध पर हस्तक्षर करने से पहले सब लिखित में हो और योज्न और विशेश विव्रनो में हो; कोई भी बद्लव आपको मेह्न्ग पध सकता है अगर एक बार हस्तक्षर हो गए. निर्मान की आज्ञ पत्र में बद्लाव के कारण सन्शोदन की ज़रूरत पध सकती है.",Hmm case favour | Make sure before contract | changes expensive signed | Changes require amendment building,Mark conditions and obligation words.,Hmm case favour | Make sure before contract | changes expensive signed | Changes require amendment building,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-018,Constructing a House,11,dialogue-018-s11,Hindi to English,"बिल्कुल, मैं आपके द्वारा यह काम कर्वने के लिए त्यार हूँ. कृपया सारे दास्तवेजोन को त्यार कर्व लेइन और मुझे बता दें. मैं अप्नि योजनओ के साथ आपके दफ़्तर आउन्गि और अनुबन्ध पर हस्तक्षर कर दुन्घि.","Sure, I am ready to go ahead with you. Please get all the documents ready and inform me. I will come to your office with my plans and sign the contract.",Sure ready go ahead | get docs ready inform | come office plans contract,Capture who + action + key detail; avoid full sentences.,Sure ready go ahead | get docs ready inform | come office plans contract,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-018,Constructing a House,12,dialogue-018-s12,English to Hindi,Thank you. I will call you as soon as the contract is ready.,आपका धन्यवाद. जैसे ही अनुबन्ध त्यार होता है मैं आपको संपर्क करूँगी.,Thank you | call soon contract ready,Capture who + action + key detail; avoid full sentences.,Thank you | call soon contract ready,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,1,dialogue-019-s01,English to Hindi,"Hello Ms. Jiff. How are you? Actually, I have called regarding a concern I have. The tree in your front yard is causing cracks in my driveway.","नमस्ते म्स. जिफ़्फ़. आप कैसि हैं? वास्तव में, मैंने आपको एक मुद्दे की वजह से सम्परक किया है. आपके आगे वले आन्गन में पेध के कारण मेरे वाहन्मर्ग में दररेइन आ गई हैं.",Hello Ms | Jiff | How are you? | Actually called regarding concern | tree front yard causing,Add ? for the question or request.,Hello Ms | Jiff | How are you? | Actually called regarding concern,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,2,dialogue-019-s02,Hindi to English,"नमस्ते, मैं अचि हूँ, पूच्ने के लिए धन्यवाद. ठीक है जी. मुझे क्षमा करें. मैं जान्ति हूँ क इस पेध की जर्हेइन बध रही हैं और आपके वाहन मर्ग को नुक्सान पहुन्च रही हैं, पर मुझे नहीं प्त मैं इसके बारे क्या कर सकती हूँ.","Hello, I am good, thank you for asking. I see. I am sorry. I know that the roots of this tree are growing and causing damage to the driveway. But I don’t know what to do about it.",Hello good asking | see | sorry | know roots tree growing | don know,Capture who + action + key detail; avoid full sentences.,Hello good asking | see | sorry | know roots tree growing,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,3,dialogue-019-s03,English to Hindi,"Ms. Jiff, I think you need to cut the tree as it has overhanging branches too. Otherwise, it will not stop creating cracks. Do you need any guidance in this matter?","जिफ़्फ़ जी, मुझे लगता है आपको यह पेध कात देना चहिय क्योंकि इसकी दालिय भी लत्कि हुई हैं. नहीं तो यह दररेइन पध्नि बन्द नहीं होन्गि. क्या आपको इस मुद्दे में कोई दिशनिर्देश चाहिए?",Ms | Jiff think need cut | Otherwise stop creating cracks | need guidance matter?,Mark NOT or × clearly; Mark conditions and obligation words.,Ms | Jiff think need cut | Otherwise stop creating cracks | need guidance matter?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,4,dialogue-019-s04,Hindi to English,"ठीक है, मैं समझ सकती हूँ. खैर, मैं आवेदन कैसे करु? क्या मुझे निजि तौर पर उन्के पास जान पदेग या मैं ओन्लिने भी आवेदन द्वार कर सकती हूँ? क्या वह मुझ्से कोई लागत लेन्गे इसके लिए?","Ok, I understand. Well, how do I put a request? Do I need to visit them personally or can I lodge my request online? Would they charge me for anything?",Ok understand | Well put request? | need visit personally lodge? | charge me?,Mark conditions and obligation words; Add ? for the question or request.,Ok understand | Well put request? | need visit personally lodge? | charge me?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,5,dialogue-019-s05,English to Hindi,"I think you can do it as per your convenience. According to my knowledge, the local council will charge you as they will send a tree cutter to your house to remove the tree, and a receipt for the same will be sent to you later for payment.","मेरा मान न है की आप यह अप्नि सहुलियत के हिसाब से कर सकती हैं. मेरी जानकारी के हिसाब से, स्थनिक परिशद आपसे फ़ीस लेगि क्योंकि वह आपके घर पेद कात्ने वल को पेद कात्ने के लिए भेजेन्गे, और उसकी रसीद आपको बाद में भुगतान के लिए भेजि जायेगि.",think per convenience | According knowledge local council | receipt sent later pay,Capture who + action + key detail; avoid full sentences.,think per convenience | According knowledge local council | receipt sent later pay,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,6,dialogue-019-s06,English to Hindi,"That’s fine. I can understand. The driveway is also a part of government property. For constructing or building anything at government premises, you need to take permission from the council.",कोई बात नहीं. मैं समझ सकती हूँ. यह वाहन्मर्ग सर्कार की ही सम्पत्ति का भाज्ञ है. सर्कारि जगह पर किसी भी चीज़ का निर्मान करने के लिए आपको परिशद से अनुमति लेने पदेगि.,fine | understand | driveway part govt property | constructing building govt need,Mark conditions and obligation words.,fine | understand | driveway part govt property | constructing building govt need,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,7,dialogue-019-s07,Hindi to English,"ठीक है. मैं यह बिल्कुल करूँगी. अम्न जी, क्या आप वाहन्मर्ग का फिर से निर्मान करने का खर्च मुझ्से सान्झ करेन्गि? मैं आपकी धन्यवादि हुन्गि क्योंकि मैं एक आक्स्मिक कर्म्चारि हूँ और पूर्न समय की नौकरी के खोज में हूँ.","Alright, I would definitely do that. Amna, would you be sharing the cost of reconstructing this driveway? I would really appreciate it as I am a casual worker and looking for full time jobs.",Alright definitely | Amna sharing cost reconstructing? | really appreciate casual time,Add ? for the question or request.,Alright definitely | Amna sharing cost reconstructing? | really appreciate casual time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,8,dialogue-019-s08,English to Hindi,Ahhh…. I understand your concern. But this is not my fault at all and I am afraid I cannot help you with money. You can ask the government for support. I am sure they would be able to help you.,"ठीक है, मैं आपकी चिंता को समझ सकती हूँ. पर इस्मेइन मेरी कोई भी गल्ति नहीं है और मुझे अफ़्सोस है की मैं आपकी कोई भी वित्तिय सहायता नहीं कर सकती. आप सर्कार को मदद के लिए पुच सकती हैं, मुझे यकीन है की वह आपकी मदद कर पायेन्गे.",Ahhh | understand concern | fault afraid cannot help | govt support | sure able help,Mark NOT or × clearly.,Ahhh | understand concern | fault afraid cannot help | govt support,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,9,dialogue-019-s09,Hindi to English,"खैर, मुझे यह प्त है और यह किसी का भी कसूर नहीं है. विस्त्रित जानकारी देने के लिए धन्यवाद..","Well, I know that and it is no one’s fault. Thank you for providing the detailed information.",Well know one fault | providing detailed info,Mark NOT or × clearly.,Well know one fault | providing detailed info,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-019,Cracked Driveway,10,dialogue-019-s10,English to Hindi,No worries. See you soon. Have a nice day!,कोई बात नहीं. जल्द मिल्ते हैं. आपका दिन शुभ रहे!,worries | See soon | nice day?,Mark NOT or × clearly.,worries | See soon | nice day?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,1,dialogue-020-s01,English to Hindi,Good morning! How are you? I am Nancy from Customs and Quarantine department. Can you please open your bags?,नमस्ते. आप कैसे है? मैं नन्क्य सीम शुल्क और करन्तिने विभाग से बोल रही हूँ. क्या आप कृपया कर्के अप्ने बग खोल सकते है.,greeting | How are you? | Nancy Customs Quarantine dept | open bags?,Add ? for the question or request; Write names and identifiers exactly.,greeting | How are you? | Nancy Customs Quarantine dept | open bags?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,2,dialogue-020-s02,Hindi to English,"नमस्ते नन्क्य, मैं ठीक हूँ. मुझे इन्हे क्यु खोलना होगा? मैंने पहले ही अप्न बग सामान स्कन करने वल्ल विकिरन मचिने मैं भेज है. क्या इस मैं कुछ गलत है?","Hi Nancy, I am fine. Why do I need to open them? I have already put my bag through baggage scanning X-Ray machine. Is there something wrong?",Hi Nancy fine | need open? | already put bag Ray | wrong?,Mark conditions and obligation words; Add ? for the question or request.,Hi Nancy fine | need open? | already put bag Ray | wrong?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,3,dialogue-020-s03,English to Hindi,"Please do not hesitate. As my colleague could see the inside of your bag, he found something unusual in the bag.","कृपया सन्कोच न करे. जैसे की मेरे साथि आपके बग मैं देख सकते थे, उन्हें बग मैं कुछ अजीब मिल है.",hesitate | colleague see inside bag,Mark NOT or × clearly.,hesitate | colleague see inside bag,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,4,dialogue-020-s04,Hindi to English,सचि अधिकारी! मैं अप्ने बग अभी खोल्ति हूँ और आप इस की पूरि तरह से जाँच कर सकते है. मैं अप्ने साथ कोई भी गर कनूनि यह अवैध माल नहीं लयि हूँ. मैंने जहाज़ मैं एक कन्नोनि दस्तवेज़ पर भी हस्तक्षर किये थे.,Really officer! I will open my bags now and you can check it entirely. I have not brought any illegal or invalid goods and items with me. I have also signed a legal document while I was in the plane.,Really officer | open bags check entirely | brought illegal invalid goods | signed legal doc plane,Mark NOT or × clearly.,Really officer | open bags check entirely | brought illegal invalid goods | signed legal doc plane,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,5,dialogue-020-s05,English to Hindi,"Alright, let me check. What is this strange thing? I have never seen anything like this and it seems quite suspicious to me. What are these woods and seeds? Are you not aware of our rules and regulations for bringing or mailing goods to Australia?","ठीक है, मुझे जाँच करने दिजिये. यह अजीब सि चीज़ क्या है? मैंने ऐस कभि पहले नहीं देखा और यह मुझे कफ़्फ़ि सन्देह्जनक लघ्त है. यह लकर्ह और बीज क्या है? की आप हमारे ऑस्ट्रेलिया मैं सामान लै के आने और दाक रही भेज्ने वले नियम और कानून के बारे अव्गत नहीं हो?",Alright let me check | strange thing? | never seen like seems | woods seeds? | aware rules regulations AU?,Mark NOT or × clearly; Add ? for the question or request.,Alright let me check | strange thing? | never seen like seems | woods seeds?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,6,dialogue-020-s06,Hindi to English,ओह नहीं अधिकारी साहिबा! यह कोई अजीब चीज़ नहीं है. यह भिन भिन मसालोन के बीज है. यह लकर्ह दाल्चीनि है. वास्तव मैं मुझे इसे पीस्ने का समय नहीं मिल और मैं इसिलिये इस्को एधर लेकर अयि थी गरम मसल बनने के लिए.,"Oh no Officer! It is not a strange thing. These are different kinds of seeds of spices. The wood is cinnamon stick. Actually, I didn't get the time to grind it and therefore, I brought it here to make garam masala.",Oh Officer | strange thing | different kinds seeds spices | wood cinnamon stick | Actually didn't get time,Mark NOT or × clearly.,Oh Officer | strange thing | different kinds seeds spices | wood cinnamon stick,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,7,dialogue-020-s07,English to Hindi,As you have mentioned earlier that you received incoming passenger card. Did you read that before signing the declaration form? Can you please show me?,जैसे की आपने पहले बताया है क आपको आने वले यात्रिय का कार्ड मिल है. क्या आपने यह घोश्न पत्तर पर दस्तखत करने से पेह्ल यह पध था? क्या आप मुझे वह दिख सकते हो?,mentioned earlier received incoming | read before signing declaration? | show me?,Add ? for the question or request.,mentioned earlier received incoming | read before signing declaration? | show me?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,8,dialogue-020-s08,Hindi to English,"मैंने पध था. मुझे देख्ने दो. है प्रभु! बद्किस्मति से, मैंने वह कार्ड खो दिया है. क्या आपको दिखन ज़रूरी था? मैं इसके लिए क्ष्म चाहती हूँ अधिकारी साहिबा.","Yes, I did. Let me check it. Oh god! Unfortunately, I have lost the card. Is it important to show you? Please forgive me officer.",Yes | Let me check | Oh god | Unfortunately lost card | important show?,Add ? for the question or request.,Yes | Let me check | Oh god | Unfortunately lost card,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,9,dialogue-020-s09,English to Hindi,"In the incoming passenger card, you must mark YES on your card to declare if you are carrying certain foods, plant materials or animal items.","तुम्हरे आने वले यात्रि कार्ड पर आपको हाँ के उपर निशानि लगनि ज़रूरी है यह घोश्न करने के लेये अगर आप खान, बूत समग्रि या जान्वरो की चीज़े साथ लेकर आ रहे हो.",incoming passenger card YES,Mark conditions and obligation words.,incoming passenger card YES,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,10,dialogue-020-s10,Hindi to English,मैंने सोच क मुझे सिर्फ जान्वरो की चीज़े यह फ़ल सब्ज़ियो के बीज के बारे ही बतने की जरूरत है. मेरे ध्यान मैं नहीं आया क मसाले भी अलग अलग तरह के बीजोन से बने होते है.,I thought I needed to mention only animals' items or seeds of fruits and vegetables. I did not realize that spices are also made up of different dry seeds.,thought needed mention animals | realize spices made different,Mark NOT or × clearly; Mark conditions and obligation words.,thought needed mention animals | realize spices made different,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,11,dialogue-020-s11,English to Hindi,You have two options; The first option is you can take these declared goods with you to the clearance point where they will be assessed by the Department of Agriculture Biosecurity Officer and may be inspected.,आपके पास 2 विकल्प है. पेह्ल यह है की आप यह घोश्न की होयि समग्रि क्लेअरन्के पोइन्त तक लै कर जा सकते हो जह इस्से खेतिबार्हि विभाग के बिओसेकुरित्य अधिकारी द्वार जान्चेय जैग.,two options | dept Agriculture Biosecurity Officer,Mark conditions and obligation words; Write names and identifiers exactly.,two options | dept Agriculture Biosecurity Officer,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,12,dialogue-020-s12,Hindi to English,"ठीक है, दूस्र विकल्प क्या है? और इस को जान्चने मैं कितना समय लगेग?","Ok, what is the other alternative? How much time will they take to inspect?",Ok alternative? | time take inspect?,Add ? for the question or request.,Ok alternative? | time take inspect?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-020,Customs Issue,13,dialogue-020-s13,English to Hindi,"Alternatively, you can voluntarily dispose of these items in the bins located in the terminal. I cannot say anything about the time that might be taken for the inspection.","दूस्र, आप यह समग्रि खुद ही तेर्मिनल मैं पये कूर्हदान मैं फ़ैन्क सकते. मैं जाँच मैं लग्ने वले समय बारे कुछ नहीं केह सकती.",Alternatively voluntarily dispose items | cannot time taken inspection,Mark NOT or × clearly; Mark conditions and obligation words.,Alternatively voluntarily dispose items | cannot time taken inspection,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,1,dialogue-021-s01,English to Hindi,"Neelam, can I talk to you for a moment? I'm actually concerned about the delays we're experiencing with some of our suppliers.","नीलम, क्या मैं कुछ देर के लिए अप्से बात कर सकती हूँ? वास्तव में मैं अप्ने प्रदयिक से होने वलि देरि को लेकर चिन्तित हूँ.",Neelam talk moment? | I'm actually concerned delays,Add ? for the question or request.,Neelam talk moment? | I'm actually concerned delays,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,2,dialogue-021-s02,Hindi to English,"क्यु नहीं सर. उम्म, देखो मैं यह सब जन्ति हूँ और मुझे भी एस्कि चिंता है लेकिन हम सर्नि पर वपिस अने के लिए सब कुछ कर रहे है.","Sure Sara. Umm, look I know that and I am also concerned about it but we're doing everything to get back on schedule.",Sure Sara | Umm look know concerned,Capture who + action + key detail; avoid full sentences.,Sure Sara | Umm look know concerned,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,3,dialogue-021-s03,English to Hindi,Could you give me an approximate timeline? As I have to answer the delegations for their pending deliveries. And now we have to pay for their deliveries out of our pockets.,क्या आप मुझे एक अनुमनित समयावधि दे सकते हैं? जैस की मुझे उनके रुकि हुई देलिवेरिएस के लिए प्रतिनिधिमन्दल को जवाब देना है. और अब हमें अपनी जेब से उनकी देलिवेरिएस के लिए भुगतान करना होगा.,give me approximate timeline? | answer delegations pending deliveries | pay deliveries pockets,Add ? for the question or request.,give me approximate timeline? | answer delegations pending deliveries | pay deliveries pockets,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,4,dialogue-021-s04,Hindi to English,"असुविध के लिए खेद है. बहुत सरि देलिवेरिएस कल आ रही हैं. दुर्भाग्य से, वर्श का यह समय अक्सर परेशानी भर होता है","I am sorry for the inconvenience caused. A number of deliveries are arriving tomorrow. Unfortunately, this time of year is often troublesome.",sorry inconvenience caused | no. deliveries arriving tomorrow | Unfortunately time year often,"Write numbers, dates and times exactly.",sorry inconvenience caused | no. deliveries arriving tomorrow | Unfortunately time year often,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,5,dialogue-021-s05,English to Hindi,That's not good. We can't make excuses to our clients. Are all shipments affected?,यह अच्छा नहीं है. हम अपने ग्राहकोन के लिए बहान नहीं बन सकते. क्या सभी शिप्मेन्त्स प्रभावित हैं?,That's good | can't make excuses clients | shipments affected?,Mark NOT or × clearly; Add ? for the question or request.,That's good | can't make excuses clients | shipments affected?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,6,dialogue-021-s06,Hindi to English,"नहीं, लेकिन यह गर्मी है और कुछ कम्पनियान सितम्बर तक वापस कतौती कर रही हैं.","No, but it is summer and some companies are cutting back until September.",summer companies cutting September,Mark NOT or × clearly.,summer companies cutting September,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,7,dialogue-021-s07,English to Hindi,Where are most of our suppliers located? I think we need to take legal action against them as it is ruining our reputation in the business market.,हमारे अधिकान्श आपूर्तिकर्त कहाँ स्थित हैं? मुझे लगता है की हमें उनके खिलफ़ कानूनी कार्रवेए करने की आवश्यकत है क्योंकि यह व्यापार बाजार में हमारी प्रतिश्थ को बर्बाद कर रहा है.,suppliers located? | think need take legal,Mark conditions and obligation words; Add ? for the question or request.,suppliers located? | think need take legal,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,8,dialogue-021-s08,Hindi to English,"वैसे, उनमेन से ज्यादातर चीन में हैं, लेकिन कलिफ़ोर्निअ में कुछ हैं. मुझे नहीं लगता की इस तरह की कोई कार्रवेए करना एक अच्छा विचार होगा क्योंकि ये आपूर्तिकर्त एस गुनवत्त को प्रदान करने में सबसे सस्ते हैं. और वे आम तौर पर समय पर इतेम्स भेजते हैं, लेकिन जैस की मैंने पहले उल्लेख किया था की एन देशोन में जलवायु के कारण हम देरि का सामन कर रहे हैं.","Well, most of them are in China, but there are a few in California. I don’t think taking any such action would be a good idea as these suppliers are the cheapest in providing this quality. And they usually send the items on time, but as I mentioned earlier it is because of the climate in these countries that we are facing delays.",Well China | few California | don think taking action | usually send items time | mentioned earlier,Capture who + action + key detail; avoid full sentences.,Well China | few California | don think taking action | usually send items time,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,9,dialogue-021-s09,English to Hindi,"But how does that affect deliveries? I really am fed up with all this, we can’t imagine our business without customers, which is eventually going to happen if they won’t send our products this week.","लेकिन यह देलिवेरिएस को कैसे प्रभावित करत है? मैं वास्तव में इन सब से तन्ग आ चुकि हूँ, हम अपने व्यापार की कल्पन बिन ग्राहकोन के नहीं कर सकते, जो अन्ततह होने जा रहा है यदि वे एस सप्ताह हमारे उत्पादोन को नहीं भेजेन्गे.",affect deliveries? | really fed imagine biz,"Write numbers, dates and times exactly; Mark NOT or × clearly.",affect deliveries? | really fed imagine biz,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,10,dialogue-021-s10,Hindi to English,कम उत्पादन के कारण मौसम में देरी और शिप्मेन्त में देरी होती है. वितरन बिन्दु पर अदचन के कारण कभी-कभी बदे पैकेजोन में देरी हो जाती है.,"Well, there are weather delays and shipment delays due to reduced production. Sometimes, larger packages are delayed because of a bottleneck at the distribution point.",Well weather delays shipment | Sometimes larger packages delayed | bottleneck distribution point,Capture who + action + key detail; avoid full sentences.,Well weather delays shipment | Sometimes larger packages delayed | bottleneck distribution point,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,11,dialogue-021-s11,English to Hindi,Hmm.. Is there any alternate and not too expensive solution to these delays?,ह्म्म.. क्या इन देरी का कोई और वैकल्प जो की बहुत महन्ग समाधान न हो नहीं है?,Hmm | alternate expensive solution delays?,Mark NOT or × clearly; Add ? for the question or request.,Hmm | alternate expensive solution delays?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-021,Delay in Deliveries,12,dialogue-021-s12,Hindi to English,"खैर, हम अक्सर अपने सबसे जरूरी शिपिन्ग के लिए दिलीवरी सेवओन जैसे UPS, फ़ेद एक्स ओर DHL के साथ काम करते हैं. वे 48 घन्ते के भीतर दूर-तो-दूर दिलीवरी की गारन्ती देते हैं. हालान्कि वे सस्ते नहीं हैं.","Well, we often work with delivery services such as UPS, Fed ex or DHL for our most urgent shipping. They guarantee door-to-door deliveries within 48 hours. They aren’t cheap though.",Well UPS Fed DHL | guarantee door deliveries 48 | aren cheap though,"Write numbers, dates and times exactly.",Well UPS Fed DHL | guarantee door deliveries 48 | aren cheap though,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,1,dialogue-022-s01,English to Hindi,"Good afternoon! This is an on-duty authorized officer, Rosa calling from ATO office. Am I speaking with Ramya?",नमस्ते! मैं ऑस्ट्रेलिया कर दफ़्तर से अधिक्रित अधिकारी रोस बोल रही हूँ. क्या मैं रम्य से बात कर रही हूँ.,greeting | duty auth Rosa ATO | speaking Ramya?,Add ? for the question or request.,greeting | duty auth Rosa ATO | speaking Ramya?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,2,dialogue-022-s02,Hindi to English,"नमस्कर अधिकारी साहिबा, मैं रम्य हूँ. क्या हुआ अधिकारी? क्या मैंने कुछ गलत किया है?","Good morning officer, Myself Ramya. What happened officer? Have I done something wrong?",greeting officer Ramya | happened officer? | done wrong?,Add ? for the question or request.,greeting officer Ramya | happened officer? | done wrong?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,3,dialogue-022-s03,English to Hindi,"Ramya, as I can see in our records regarding your income, which have been obtained from our usual data sources such as banks and other financial institutions and investment bodies, you have not paid your taxes.","रम्य, जैसे की मैं आपकी आय से सम्भन्दित रेकोर्द, जो की हमारे सामान्य स्रोत जैसे की बैंक व्ह दूस्रि वित्तिय सन्स्थायेइन और निवेश सन्स्थओन से प्राप्त किये गए हैं, द्वारा देख सकती हूँ क आपने अप्ने कर का भुगतान नहीं किया है.",Ramya see records regarding,Mark NOT or × clearly.,Ramya see records regarding,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,4,dialogue-022-s04,Hindi to English,मैं एक बहुत ही जिमेदार नग्रिक हूँ और मैंने हमेश अप्ने कर का भुगतान समय पर ही किया है. यह कैसे हो सकता है? आपको शायद कोई गलत्फ़ेह्मि हो गई है अधिकारी.,I am a very responsible citizen and I have always paid my taxes on time. How can this be possible? You might have a misunderstanding officer.,responsible citizen always time | possible? | misunderstanding officer,Mark conditions and obligation words; Add ? for the question or request.,responsible citizen always time | possible? | misunderstanding officer,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,5,dialogue-022-s05,English to Hindi,"Your full name is Ramya Nanda, am I right? We have sent many letters to your house for tax lodgement, but did not get any response. Are you not aware of the serious consequences such as penalties, fines and prison sentences?","आपका पूर नाम रम्य नन्द है, क्या मैं सही हूँ? हमने आपके घर पर बहुत सारे खत कर का भुक्तन करने के सम्बन्धित भेजे पर कोई जवाब नहीं अय. क्या आप इसके गम्भिर परिनमोन जैसे के दन्द, जुर्मन और जैल की स्ज़ से अव्गत नहीं है?",full name Ramya Nanda right? | sent letters house tax | get response? | aware serious consequences penalties?,Mark NOT or × clearly; Add ? for the question or request.,full name Ramya Nanda right? | sent letters house tax | get response? | aware serious consequences penalties?,Imported and machine-formatted from user material; bilingual review recommended.
dialogue-022,Delay in Tax Payment,6,dialogue-022-s06,Hindi to English,"जी, मैं हूँ. मुझे कोई भी खत नहीं मिल. हेय भग्वान! मैं हाल ही में नये घर में गई हूँ और ATO विभाग में अप्न प्त बदल्वन भुल गई. मुझे इसके गम्भिर परिनामो के बारे अचे से प्त है और इस्सि कारण मैं अप्ने कर का समय पे भुगतान करती हूँ.","Yes, I am. I did not receive any letters. Oh God! I just moved to a new house and I forgot to change the address in the ATO department. I am well informed of the dire consequences and that’s why I am very particular in paying my tax.",Yes | receive letters | Oh God | moved change addr ATO | well informed dire tax,Use old → new and write both details; Mark NOT or × clearly.,Yes | receive letters | Oh God | moved change addr ATO,Imported and machine-formatted from user material; bilingual review recommended.
