segment_id,dialogue_id,dialogue_title,direction_before,direction_after,old_hindi,new_hindi
original-008-s02,original-008,Milk Plant Business,hi,hi,"यह मेरा सौभज्ञ है.जैसे क आपको आपकी सचिव ने बताय होगा क हम अपना कारोबार आपके साथ जोध्ने की सोच रहे हैं, तो मैं उस पर बात्चीत करने आई हूँ.हम अपना करोबार ऑस्ट्रेलिया में बधाने की सोच रहे थे।",मुझे खुशी है। आपकी सचिव ने आपको बताया ही होगा कि हम आपके साथ अपने व्यवसाय में सहयोग करने के बारे में सोच रहे हैं। मैं उसी विषय पर चर्चा करने आई हूँ। हम ऑस्ट्रेलिया में अपना व्यवसाय बढ़ाने की योजना बना रहे हैं।
original-008-s03,original-008,Milk Plant Business,en,en,बिल्कुल्ल मैंने आपकी कंपनी की प्रोफ़िले को देखा है तो आप्क कंपनी 2010 में देल्हि में स्थापित की गई थी और उसके बाद यह बहुत ही तेज़ि से बधि है.क्या आप मुझे आपकी कंपनी के बारे में सन्क्षेप में और बता सकती हैं।,ज़रूर। मैंने आपकी कंपनी की प्रोफ़ाइल देखी है। आपकी कंपनी 2010 में दिल्ली में स्थापित हुई थी और तब से बहुत तेज़ी से बढ़ी है। कृपया अपनी कंपनी के बारे में संक्षेप में कुछ और बताइए।
original-008-s04,original-008,Milk Plant Business,hi,hi,"हलन्कि हमार मुख्य कर्यालय अभी देल्हि में है, हमने असल में अम्रित्सर से शुरुआत की थी दूध उत्पदन को बढ़िया करने के लिए.अब हमारि शाखयेइन भारत के सभी मुख्य शेह्रोन में है.हम दूध उत्पाद उत्त्रि भारत के तक्रीबन सभी शेह्रि व ग्रमीन इलाको में भेज्ते हैं।","हालाँकि अब हमारा मुख्यालय दिल्ली में है, लेकिन हमने शुरुआत अमृतसर से की थी, जिसका उद्देश्य डेयरी फार्मिंग में सुधार करना था। अब भारत के सभी प्रमुख शहरों में हमारी शाखाएँ हैं। हम उत्तर भारत के लगभग सभी शहरी और क्षेत्रीय इलाकों में डेयरी उत्पाद उपलब्ध कराते हैं।"
original-008-s05,original-008,Milk Plant Business,en,en,यह बहुत बढ़िया हैं सुन्ने में.क्या आप मुझे इसके उत्पादो और तक्नीक के बारे बता सकती हैं।,यह बहुत अच्छा है। क्या आप अपने उत्पादों और तकनीक के बारे में बता सकती हैं?
original-008-s06,original-008,Milk Plant Business,hi,hi,"इसके आरम्भ के बाद, यह काफ़ी आगे बध चुकि है जब बात आति उत्पाद विविध्त की और तक्नीकि उन्नति की। हमार मुख्य उत्पाद दूध को बहुत सारे दूध उत्पादो को बनने में प्रयोग किया जा सकता हल शुध मखन और पनीर से लेकर स्प्रेते दूध और खीर तक.हम पक्क किए गए और पस्तेउरिसेद उत्पाद भी प्रदान करते हैं।","शुरुआत से अब तक हमने उत्पादों की विविधता और तकनीकी विकास में काफी प्रगति की है। हमारा मुख्य उत्पाद दूध है, जिससे शुद्ध घी और पनीर से लेकर स्किम्ड मिल्क और खीर तक कई तरह के डेयरी उत्पाद बनाए जा सकते हैं। हम पैक किए हुए पाश्चुरीकृत उत्पाद भी उपलब्ध कराते हैं।"
original-008-s07,original-008,Milk Plant Business,en,en,आप दूध की सुरक्ष और गुणवत्ता प्रसन्स्करन को सुनिश्चित करने के लिए क्या करते हैं। आपके पूरे भारत में कुल मिलाकर कितने दूध के प्लन्त हैं।,दूध की सुरक्षित और गुणवत्तापूर्ण प्रोसेसिंग सुनिश्चित करने के लिए आप क्या करते हैं? पूरे भारत में आपके कुल कितने दूध प्रसंस्करण संयंत्र हैं?
original-008-s08,original-008,Milk Plant Business,hi,hi,"हमारे पस अनोखि और अधुनिक ववस्थ है और हम हर कदम, जैसे की सन्ग्रह, प्रसन्स्करन और पक्किन्ग, पर उत्पादो पर कयि प्रकर के जीवनु तत्व सम्बन्धि जाँच करते हैं.हमारे कुल 12 प्लन्त है पूरे भारत में।","हमारे पास आधुनिक और उन्नत बुनियादी ढाँचा है। उत्पादों को एकत्र करने, संसाधित करने और पैक करने के हर चरण पर हम विभिन्न सूक्ष्मजीव संबंधी परीक्षण और प्रक्रियाएँ करते हैं। पूरे देश में हमारे कुल 12 संयंत्र हैं।"
original-008-s09,original-008,Milk Plant Business,en,en,आपकी कंपनी की प्रोफ़िले काफ़ी प्रभाव्शालि प्रतीत हो रही है। मुझे बतायेइन हम आज आपकी कैसे सहायता कर सकते हैं। हम आपकी हर त्रह से सहायता करने की पूरि कोशिश करेंगे।,"आपकी कंपनी की प्रोफ़ाइल काफी प्रभावशाली लगती है। बताइए, आज हम आपकी किस तरह सहायता कर सकते हैं? हम हर संभव तरीके से आपकी मदद करने की कोशिश करेंगे।"
original-008-s10,original-008,Milk Plant Business,hi,hi,पिछले कुछ दश्कोन में ओन्लिने शोप्पिन्ग काफ़ी प्रच्लित हो गई है। जल्द ही हम अपना पेह्ल अन्तर्रश्त्रिय प्लन्त गीलोन्ग में खोल्ने जा रहे हैं और हम चह्ते हैं क आपका सन्गथन हमारे उत्पाद ओन्लिने बेचेइन।,पिछले कुछ दशकों में ऑनलाइन खरीदारी बहुत लोकप्रिय हो गई है। हम जल्द ही जिलॉन्ग में अपना पहला अंतरराष्ट्रीय संयंत्र खोलने जा रहे हैं और चाहते हैं कि आपकी संस्था हमारे उत्पाद ऑनलाइन बेचे।
original-008-s11,original-008,Milk Plant Business,en,en,हम इस पर और भी बात्चीत करना चहेन्गे.मेरे सचिव आपको अग्लि उप्लब्ध तरेख के लिए बूक कर्लेन्गे। आपको मिल्कर खुशी हुई।,हमें इस बारे में आगे चर्चा करने में खुशी होगी। मेरी सचिव आपके लिए अगली उपलब्ध तारीख की अपॉइंटमेंट बुक कर देगी। आपसे मिलकर खुशी हुई।
original-008-s12,original-008,Milk Plant Business,hi,hi,मुझे भी.उमीद है आपसे जल्द मुलकात होगी। मेरे व्यव्साहिक प्रस्ताव को सुन्ने के लिए धन्यवाद।,मुझे भी खुशी हुई। आशा है जल्द ही फिर मुलाकात होगी। मेरा व्यापार प्रस्ताव सुनने के लिए धन्यवाद।
original-009-s01,original-009,Buying a Ticket,en,en,"अगलि नियुक्ति। हेल्लो मैडम, मैं आपकी कैसे मदद कर सकै हूँ।","अगले ग्राहक, कृपया। नमस्ते मैडम, मैं आपकी कैसे सहायता कर सकती हूँ?"
original-009-s02,original-009,Buying a Ticket,hi,hi,नमस्ते। मैं जहाज़ के लिए सीट आतक्षित कर्वन चाहती हूँ। क्या आप मुझे उड़ान की उपलब्धत और कीमत के बारे में बता सकती हैं।,नमस्ते। मैं हवाई यात्रा की बुकिंग करवाना चाहती हूँ। कृपया उड़ान की उपलब्धता और किराए के बारे में बता सकती हैं?
original-009-s03,original-009,Buying a Ticket,en,en,"ज़रूर मैडम। मैं आपकी सीट आरक्षित कर्वाने में मदद कर सकती हूँ। आपकी मन्ज़िल कहाँ है। इसके अलाव, क्या आपके पास किसी भी ऐर्लिने के लिए प्राथमिकत है। और क्या आप एक तर्फ़ टिकट या फिर वप्सि यात्रा टिकट खरीदन चाहेन्गे।",ज़रूर मैडम। मैं आपकी बुकिंग में मदद कर सकती हूँ। आपको कहाँ जाना है? क्या आपकी किसी विशेष एयरलाइन की पसंद है? और आपको एक तरफ का टिकट चाहिए या आने-जाने का?
original-009-s04,original-009,Buying a Ticket,hi,hi,"दिल्लि, भारत को। मेरे पिता अपनी आख्रि सान्से गिन रहे है। मुझे जल्द से जल्द वहान पहुन्चने की ज़रूरत है। इस स्थिति में मेरी कोई प्राथमिकत नहीं है, बस अग्लि उपलब्ध उड़ान और कम पारगमन वलि उड़ान देखेन। मैं एक तर्फ़ टिकट क तलाश में हूँ।","मुझे दिल्ली, भारत जाना है। मेरे पिता की हालत बहुत गंभीर है और मैं जितनी जल्दी हो सके वहाँ पहुँचना चाहती हूँ। अभी मेरी किसी एयरलाइन की विशेष पसंद नहीं है। बस सबसे जल्दी उपलब्ध उड़ान और कम ट्रांज़िट वाली उड़ान देखिए। मुझे केवल एक तरफ का टिकट चाहिए।"
original-009-s05,original-009,Buying a Ticket,en,en,सुन्न कर्र दुख हुआ। मुझे आश है की आप अपने पिता को जल्द ही अच्छे स्वास्थ्य्य में देख पेन। आप कब जान चाहेन्गे। दिल्लि के लिए सबसे पहली उड़ान कल सुबह 4 बजे रवान होगी। क्या आप चाहते हैं की मैं उस उड़ान में आपके लिए सीट आरक्षित करून।,"यह सुनकर दुख हुआ। आशा है आप जल्द अपने पिता से अच्छी हालत में मिल पाएँ। मैडम, आप कब जाना चाहती हैं? दिल्ली के लिए सबसे जल्दी उड़ान कल सुबह 4 बजे है। क्या मैं उस उड़ान में आपके लिए सीट बुक कर दूँ?"
original-009-s06,original-009,Buying a Ticket,hi,hi,जी। मैं उस उड़ान के लिए एक तिकत खरीदन चाहती हूँ और यदि संभव हो तो उड़ान के दौरान शौचालय का उपयोग करने की मेरी लगातार आवश्यकत के कारण मेरे लिए निकास पंक्ति सीट आरक्षित करें।,"जी हाँ, कृपया। मैं उसी उड़ान का टिकट लेना चाहती हूँ। यदि संभव हो तो मेरे लिए एग्ज़िट रो की सीट बुक कर दीजिए, क्योंकि उड़ान के दौरान मुझे बार-बार शौचालय जाना पड़ता है।"
original-009-s07,original-009,Buying a Ticket,en,en,"मुझे खेद है, लेकिन वे सेअतेन केवल शिशुओन वाली मातओन के लिए आरक्षित हैं। मैं आगे की सेअतोन के करीब देख्ति सकती हूँ। हाँ एक है, क्या आप चाहते हैं की मैं आपके लिए आरक्षित करून।","माफ कीजिए मैडम, वे सीटें केवल शिशुओं के साथ यात्रा करने वाली माताओं के लिए आरक्षित हैं। मैं आगे की पंक्तियों के पास गलियारे वाली सीट देख सकती हूँ। हाँ, एक सीट उपलब्ध है। क्या मैं वह आपके लिए बुक कर दूँ?"
original-009-s08,original-009,Buying a Ticket,hi,hi,"ठीक है कोई बात नहीं। यह ठीक है, लेकिन क्र्पय कम से कम दाम वलि तलाश करें। मेरे पास अतिरिक्त सामान नहीं है, भले ही मुझे केवल एक हन्द्बग ले जाने की अनुमति हो, फिर भी ठीक है।","ठीक है, कोई बात नहीं। वह सीट ठीक रहेगी, लेकिन कृपया सबसे सस्ता विकल्प देखिए। मेरे पास अतिरिक्त सामान नहीं है, इसलिए अगर केवल एक हैंडबैग ले जाने की अनुमति हो तो भी ठीक है।"
original-009-s09,original-009,Buying a Ticket,en,en,ज़रूर। मेल्बोउर्ने से सुबह 4 बजे उड़ान भरेगी जो स्थानीय समयानुसार दोपहर 1.30 बजे दुबै पहुन्चेगि.दो घन्ते के बाद स्थानीय समय के अनुसार दोपहर 3:30 बजे यह दिल्लि के लिए प्रस्थान करेगि और शाम 6 बजे भर्तिये समय पहुन्चेगि। कुल लागत 720 होगी। क्या आप चाहती हैं की मैं आपके लिए टिकट प्रिन्त करून।,"ज़रूर मैडम। एक उड़ान मेलबर्न से सुबह 4 बजे रवाना होती है और स्थानीय समय के अनुसार दोपहर 1:30 बजे दुबई पहुँचती है। दो घंटे बाद, स्थानीय समय के अनुसार 3:30 बजे, वह दिल्ली के लिए रवाना होगी और भारतीय समय के अनुसार शाम 6 बजे पहुँचेगी। कुल कीमत $720 होगी। क्या मैं आगे बढ़कर आपका टिकट प्रिंट कर दूँ?"
original-009-s10,original-009,Buying a Ticket,hi,hi,हाँ यह ठीक है। बस एक और बात की कीमत में हवैअद्द कर शामिल है और मुझे हवैअद्दे पर किस समय पहुन्च्न चाहिए।,"जी, ठीक है। बस एक बात और—क्या इस कीमत में एयरपोर्ट टैक्स शामिल है और मुझे एयरपोर्ट कितने बजे पहुँचना चाहिए?"
original-009-s11,original-009,Buying a Ticket,en,en,उसके उपर हवैअद्द कर $50 है। आपको हवैअद्दे पर पहुन्च्न होगा और सुबह 02.30 बजे से पहले एमिरतेस हवै तेर्मिनल पर पहुन्चन होगा। आप अपना बोर्दिन्ग पास हवाई अड्डा बुकिंग-ऊफ़िके नंबर 4 पर जमा कर सकते हैं।,एयरपोर्ट टैक्स इसके अलावा $50 है। आपको सुबह 02:30 बजे से पहले एयरपोर्ट पहुँचकर एमिरेट्स एयर टर्मिनल पर होना होगा। आप एयरपोर्ट के बुकिंग कार्यालय नंबर 4 से अपना बोर्डिंग पास ले सकती हैं।
original-009-s12,original-009,Buying a Ticket,hi,hi,"ज़रूर, आपकी मदद के लिए धन्यवाद। उड़ान की पुश्ति के लिए यहान मेरा पास्पोर्त है।","ज़रूर, आपकी मदद के लिए धन्यवाद। उड़ान की पुष्टि के लिए यह मेरा पासपोर्ट है।"
original-010-s01,original-010,Car Insurance for a Student,en,en,"सु प्रभत, आपने अलिअन्के कार बीमा कंपनी मैं फ़ोन किया है.मैं मर्कै बात कर रही हूँ, मैं आपकी कैसे सह्यत कर सकती हूँ।","सुप्रभात। आपने एलायंस कार इंश्योरेंस कंपनी में फोन किया है। मैं मरकाई बोल रही हूँ। बताइए, आज मैं आपकी कैसे सहायता कर सकती हूँ?"
original-010-s02,original-010,Car Insurance for a Student,hi,hi,नमस्ते अधिकारी साहिबा। मैं एक सस्ति कार बीमा निति के बारे मैं देख रही हूँ क्योंकि मैंने अभी तक कोई खरीदि नहीं है।,"नमस्ते अधिकारी महोदया। मैं किफायती कार बीमा पॉलिसी ढूँढ रही हूँ, क्योंकि मैंने अभी तक कोई बीमा नहीं लिया है।"
original-010-s03,original-010,Car Insurance for a Student,en,en,"जी बिकुल,आपने सही जगह पर संपर्क किया है। हम विभिन्न प्रकर की बीमा नितियोन का प्रस्तव देत है जिन्मेइन आप अपने भुक्तन के हिसाब से दावा कर सकती हैं।","ज़रूर, आपने सही जगह फोन किया है। हम अलग-अलग प्रकार की बीमा पॉलिसियाँ देते हैं और आप जो प्रीमियम भरते हैं, उसके अनुसार कई चीज़ों के लिए दावा कर सकते हैं।"
original-010-s04,original-010,Car Insurance for a Student,hi,hi,वास्तव में मैंने कुछ ही दिनो पहले एक गाड़ी खरिधि है जो के पुरनि है और मैं यह एक चात्र हूँ। इस्लिए मैं ज्यद भुगतान नहीं कर सकती। क्या आप कृपया मुझे ऐसे कोवेर के बारे मैं बता सकती हैं जिस्मे मैं कम से कम राशि में ज़्याद से ज़्याद मुनाफ़ ले स्कु।,"दरअसल, मैंने हाल ही में एक पुरानी कार खरीदी है और मैं यहाँ एक छात्रा हूँ। इसलिए मैं बहुत ज़्यादा भुगतान नहीं कर सकती। कृपया ऐसा कवर बताइए जिसमें कम से कम राशि में अधिक लाभ मिल सकें।"
original-010-s05,original-010,Car Insurance for a Student,en,en,"वैसे तो हमारे पास बहुत सारि नितियन है जिन मैं से आप चुन सकती हैं पर मुख्य तौर पर हमारे पास तीन तरह की बीमा नितियन हैं -व्यपाक, तीस्रे पक्ष की सम्पत्ति और आवश्यक तीस्र पक्स्क। कृपया कर्के क्या आप मुझे बता सकती है की आप कित्नि गर्हि चलति हैं।","हमारे पास चुनने के लिए कई पॉलिसियाँ हैं, लेकिन मुख्य रूप से तीन प्रकार की कार बीमा पॉलिसियाँ हैं—कम्प्रिहेन्सिव, थर्ड पार्टी प्रॉपर्टी और कम्पल्सरी थर्ड पार्टी। कृपया बताइए कि आप कितनी बार गाड़ी चलाती हैं?"
original-010-s06,original-010,Car Insurance for a Student,hi,hi,"अधिकारी साहिबा,मैं यह नयि हूँ और मैं यह पिचे महीने आई हूँ। और तो और मुझे कोई भी नौकरि नहीं मिली है जिस्के कारण मैं ज़्यादा गर्हि नहीं च्लाति। वैसे इन नितियोन में क्या अन्तर है।","अधिकारी महोदया, मैं यहाँ नई हूँ और पिछले महीने ही आई हूँ। अभी मुझे नौकरी भी नहीं मिली है, इसलिए मैं ज़्यादा गाड़ी नहीं चलाती। वैसे इन पॉलिसियों में क्या अंतर है?"
original-010-s07,original-010,Car Insurance for a Student,en,en,"बिल्कुल, मैं आपको उप्युक्त नितियन सम्झ सकती हूँ,पहली वलि में आपके वहन का दुर्घत्न चोरी, खराब मौसम और आग के लग्ने से हुय नुक्सान शमिल है और यह आपको हर महीने $89 की पधेघि","मैं आपको इन पॉलिसियों के बारे में समझाती हूँ। पहली पॉलिसी दुर्घटना, चोरी, खराब मौसम, जानबूझकर नुकसान और आग के कारण आपकी गाड़ी को होने वाले नुकसान या क्षति को कवर करती है। इसकी कीमत $89 प्रति माह होगी।"
original-010-s08,original-010,Car Insurance for a Student,hi,hi,"अच्छा, यह मेरे लिए काफ़ी मेह्न्गि है और मुझे नहीं लघ्त की मुझे इन सब चीज़ो की ज़रूरत है। बकियो मैं क्या है क्योंकि मुझे सिर्फ बुनयदि निति की ज़रूरत है।","अच्छा, समझ गई। यह मुझे काफी महँगी लग रही है और मुझे इतने सारे कवर की आवश्यकता नहीं है। बाकी पॉलिसियाँ कैसी हैं? मुझे केवल बुनियादी कवर चाहिए।"
original-010-s09,original-010,Car Insurance for a Student,en,en,"कोई बात नहीं, दूस्रि निति आपकी गर्हि द्वारा किसी भी दुर्घत्न मैं तीस्रे पक्ष के हुए नुक्सान की भर्पयि को शमिल करती है और तीस्रि वलि बुन्यादि है और सभी के लिए आवश्यक है और इन्कि सम्बन्दित लागत $69 और $49 है।",कोई समस्या नहीं। दूसरी पॉलिसी आपकी कार से किसी अन्य व्यक्ति की संपत्ति को हुए आकस्मिक नुकसान की आपकी जिम्मेदारी को कवर करती है। तीसरी पॉलिसी बुनियादी है और सभी के लिए अनिवार्य है। इनकी कीमत क्रमशः $69 और $49 है।
original-010-s10,original-010,Car Insurance for a Student,hi,hi,"अधिकारी साहिबा, मुझे गर्हि चलने का अनुभव है और इस्सि लिए मुझे तीस्रि पसन्द है जो की बुन्यादि और ज़रूरी है। क्या आपके पास कोई और सस्ति नितियन हैं।","अधिकारी महोदया, मुझे गाड़ी चलाने का अच्छा अनुभव है, इसलिए मुझे तीसरी, यानी बुनियादी और अनिवार्य पॉलिसी ठीक लगी। क्या इससे भी सस्ती कोई पॉलिसी है?"
original-010-s11,original-010,Car Insurance for a Student,en,en,"मुझे अफ़्सूस है येहि हमरि सबसे सस्ति निति है। आप चिंता न करें यह सभी के लिए ज़रूरी है। मेल्बोउर्ने भी दिन प्रति दिन तन्ग होता जा रहा है और हर रोज़ दुर्घत्नायेइन घत रही हैं। इस स्थिति में,गर्हि का बीमा क्र्वन ज़रूरी है।","माफ कीजिए, यही सबसे सस्ती पॉलिसी है। चिंता न करें, यह सभी के लिए अनिवार्य है। साथ ही मेलबर्न में दिन-ब-दिन भीड़ बढ़ रही है और यहाँ हर दिन दुर्घटनाएँ होती हैं। ऐसे में कार बीमा होना बहुत ज़रूरी है।"
original-010-s12,original-010,Car Insurance for a Student,hi,hi,"आप ठीक बोल रही हैं, अफ़्स साहिबा। मुझे यह ख्रीद्नि ही पधेगि.यह अभी कर लेते हैं। तो मुझे ज़ेरूरि तीस्रे दल वलि खरीद्नि है।","आप सही कह रही हैं अधिकारी महोदया, मुझे यह बीमा लेना ही होगा। अभी कर लेते हैं। मैं कम्पल्सरी थर्ड पार्टी पॉलिसी लेना चाहती हूँ।"
original-010-s13,original-010,Car Insurance for a Student,en,en,"ठीक है, यह अचि बात है.आप मुझे अपना पूर नाम,संपर्क नंबर और पता दिजेये.अपने वहन का विवरण और पन्जिकरन संख्या भी दीजिए।","ठीक है, बहुत अच्छा। कृपया अपना पूरा नाम, संपर्क नंबर और पता बताइए। साथ ही अपनी गाड़ी का विवरण और रजिस्ट्रेशन नंबर भी दीजिए।"
original-010-s14,original-010,Car Insurance for a Student,hi,hi,"ज़रूर। मेरा नाम बल्विन्देर कौर, फ़ोन नंबर 0444 773 889 है और पता है 34 क्रेस्केन्त स्त्रीत, रेसेर्वोइर VIC 3321.मेरी का नंबर YAG 735 है।","ज़रूर। मेरा नाम बलविंदर कौर है, फोन नंबर 044477389 है और पता 34 क्रेसेंट स्ट्रीट, रिज़र्वॉयर VIC 3321 है। मेरी कार का नंबर YAG735 है।"
original-010-s15,original-010,Car Insurance for a Student,en,en,"शुक्रिय बविन्देर जी, मुझे अपनी प्रनालि मैं आपके विवरण भर्ने दें.मुझे दिरेक्त देबित लघने के लिए आपका BSB और कहात नंबर चाहिए।","धन्यवाद, सुश्री बलविंदर। मैं आपकी जानकारी सिस्टम में दर्ज कर रही हूँ। डायरेक्ट डेबिट सेट करने के लिए मुझे आपका BSB और अकाउंट नंबर भी चाहिए।"
original-010-s16,original-010,Car Insurance for a Student,hi,hi,"ठीक है अधिकारी साहिबा, मुझे कुछ समय दीजिए, BSB 062 -583 है और खाता नंबर 1206 3305 है। मैं यह भी पूछना चाहती हूँ की अब कब से आप यह राशि कात्नि शुरू करेंगे।","ठीक है अधिकारी महोदया, एक क्षण दीजिए। BSB 062-583 है और अकाउंट नंबर 1206 3305 है। मैं यह भी जानना चाहती हूँ कि आप राशि काटना कब शुरू करेंगे?"
original-010-s17,original-010,Car Insurance for a Student,en,en,यह इस सोम्वर जो की 1 औगुस्त है को शुरू होगा और हर महीने की पहली तरीक को राशि काति जयेगि.क्या इसके इलव कुछ और है जिस में मैं आपकी सहायता सकती हूँ।,"यह सोमवार, यानी 1 अगस्त से शुरू होगा और उसके बाद हर महीने की पहली तारीख को भुगतान काटा जाएगा। क्या मैं आपकी किसी और तरह सहायता कर सकती हूँ?"
original-010-s18,original-010,Car Insurance for a Student,hi,hi,"और कुछ नहीं, अधिकारी साहिबा। आपका बहुत बहुत धन्यवाद","नहीं, और कुछ नहीं अधिकारी महोदया। आपका बहुत धन्यवाद।"
original-011-s01,original-011,Car Insurance,en,en,"नमस्ते, आपने हेमन कार बीमा में संपर्क किया है। मैं कर्ल हूँ। कृपया क्या आप मुझे बता सकते है की आप हमारे मौजूद ग्रह्क हो या नये ग्रह्क हो।",नमस्कार। आपने “हेमन कार इंश्योरेंस” में फोन किया है। मैं कार्ला बोल रही हूँ। कृपया पहले बताइए कि आप हमारे मौजूदा ग्राहक हैं या नए ग्राहक?
original-011-s02,original-011,Car Insurance,hi,hi,"नमस्ते, मेरा नाम रव्नीत है। मैं एक नयि ग्रह्क हूँ। मुझे आपकी कंपनी की नीतियोन की जानकारी चाहिए थी।",नमस्ते। मेरा नाम रवनीत है। मैं नई ग्राहक हूँ। मुझे आपकी कंपनी की बीमा पॉलिसियों के बारे में जानकारी चाहिए थी।
original-011-s03,original-011,Car Insurance,en,en,"अवश्य। क्या आपकी कार का पहले कभि बीमा हुआ है या फिर यह पहली बार है। अगर ह, तो किस कंपनी का बीमा था और आप उन्को कितने पैसे देते थे।","ज़रूर। क्या आपने पहले कभी कार बीमा लिया है या यह पहली बार है? यदि लिया है, तो किस कंपनी से लिया था और आप उन्हें कितना भुगतान करते थे?"
original-011-s04,original-011,Car Insurance,en,en,ठीक है यह बहुत हेरन्गि की बात है। हमारे पास ग्रह्कोन की जरुर्तोन को पुर करने के लिए अलग योज्नये हैं। हुमरि सरि नितियन पर्दर्शि हैं। हमारे पास 2 अलग विकल्प है: व्यापक और अन्य पक्ष।,यह थोड़ा अजीब है। हमारे पास ग्राहकों की जरूरतों के अनुसार अलग-अलग योजनाएँ हैं। हमारी सभी पॉलिसियाँ स्पष्ट हैं और उनमें कोई छिपा हुआ शुल्क नहीं है। हमारे पास दो मुख्य विकल्प हैं—कम्प्रिहेन्सिव और थर्ड पार्टी।
original-011-s05,original-011,Car Insurance,hi,hi,"खेर मुझे सस्ति और अचि नित्ति चैये, जो न की सिर्फ मेरी गर्दि के नुक्सन को भरे बल्कि दुस्रे पक्ष के किसिस भी नुक्सन को भरे। कोन इत्न झन्झत उथये।",मुझे ऐसी पॉलिसी चाहिए जो सस्ती भी हो और अच्छी भी। वह मेरी कार को होने वाले नुकसान के साथ-साथ दूसरे पक्ष को होने वाले नुकसान का भी भुगतान करे। इतना तनाव कौन झेलेगा?
original-011-s06,original-011,Car Insurance,en,en,"ओह। तो एस्क मत्लब है, की आपको व्यापक बीमा चाहिए। आपकी गर्दि का मोदेल क्या है।","अच्छा, तो आप कम्प्रिहेन्सिव बीमा लेना चाहती हैं। आपकी कार कौन-से मॉडल की है?"
original-011-s07,original-011,Car Insurance,hi,hi,"ह, मेरा मेर्केदेस C200 का 20I7 का मोदेल है।",जी हाँ। मेरे पास 2017 मॉडल की मर्सिडीज़ C200 है।
original-011-s08,original-011,Car Insurance,en,en,"ठीक है, मुझे कुछ और जानकारी चाहिए। पहले तो, क्या मैं आपकी जनम तरीख, लाइसेंस नंबर और गर्दि की पन्जिकरन की तरीख जान सकती हूँ।","ठीक है। मुझे कुछ और जानकारी चाहिए होगी। सबसे पहले कृपया अपनी जन्मतिथि, ड्राइविंग लाइसेंस नंबर और कार का रजिस्ट्रेशन नंबर बताइए।"
original-011-s09,original-011,Car Insurance,hi,hi,खेर मेरी गर्दि का नंबर XYD962 है और मेरी जनम तरीख 28 मर्च I990 है। मेरा लाइसेंस नंबर E439269 है।,"मेरी कार का नंबर XYD962 है, मेरी जन्मतिथि 28 मार्च 1990 है और मेरा लाइसेंस नंबर E439269 है।"
original-011-s10,original-011,Car Insurance,en,en,"ठीक है, क्या आप पिश्ले 5 साल में किसी दुर्गथन में शमिल हुए है और क्या अपने कभि कोई दवा किया है।",ठीक है। क्या पिछले पाँच वर्षों में आपकी कोई दुर्घटना हुई है और क्या आपने अब तक कोई बीमा दावा किया है?
original-011-s11,original-011,Car Insurance,hi,hi,जी ह। मैंने एक बार दवा किया था पिश्ले साल की नवंबर में। मैं अपने परिवार के साथ ग्रम्पिएन्स गई थी। व्हन पर एक ओस्त्रिच गर्दि की धक्कन और विन्द्शिएल्द के साथ तक्र गया था। मुझे बस वहि एक घत्न याद है।,जी हाँ। मैंने पिछले साल नवंबर में एक बार दावा किया था। मैं अपने परिवार के साथ ग्रैम्पियंस गई थी। वहाँ एक शुतुरमुर्ग मेरी कार के बोनट और विंडस्क्रीन से टकरा गया था। मुझे केवल वही घटना याद है।
original-011-s12,original-011,Car Insurance,en,en,आपके दुअर दी गई जानकारी को माधेय नज़र रख्ते हुए मैं आपको सबसे बेह्तर मुलेय जो की I89 प्रति महीन है बता सकती हूँ। क्या आप अग्लि कर्वहि पर जाने के लिए खुश हो।,आपके द्वारा दी गई जानकारी के आधार पर सबसे अच्छा कोटेशन मैं $189 प्रति माह दे सकती हूँ। क्या आप आगे की प्रक्रिया करना चाहेंगी?
original-012-s01,original-012,Catering Booking,en,en,शुभ दोपेहर। में BJ लोगिस्तिक्स कंपनी की और से बात कर रही हूँ। हमें 3 मय को मेल्बोउर्ने में अपने मुखय्ल्य में होने वलि वर्शिक आम बैथक क लिए खन्पन की आवश्यक्त है। इस्मे लग्भग 100 मेह्मान शमिल होंगे।,नमस्कार। मैं BJ Logistics Company की ओर से फोन कर रही हूँ। 3 मई को मेलबर्न स्थित हमारे मुख्यालय में वार्षिक आम बैठक है और हमें उसके लिए कैटरिंग चाहिए। लगभग 100 मेहमान आएँगे।
